"","status","family","pval","qval","genes","num_cells_expressed"
"Pcsk6","OK","negbinomial.size",1.04194034567964e-33,1.14269144693144e-31,"Pcsk6",157
"Apba2","OK","negbinomial.size",0.0060359198890285,0.0302323358381364,"Apba2",14
"Crtc3","OK","negbinomial.size",0.000237452541288893,0.00183579033770827,"Crtc3",159
"Blm","OK","negbinomial.size",0.0102768325605318,0.0461250577414332,"Blm",130
"Sema4b","OK","negbinomial.size",1.13656520875797e-05,0.000113674547286721,"Sema4b",335
"Plin1","OK","negbinomial.size",6.66092954589646e-11,1.35060519988499e-09,"Plin1",26
"Nr2f2","OK","negbinomial.size",3.6121740252177e-37,5.0618598673384e-35,"Nr2f2",394
"Synm","OK","negbinomial.size",2.49864661440357e-06,2.80613812118057e-05,"Synm",33
"Mef2a","OK","negbinomial.size",0.00300292469131086,0.0166787327547453,"Mef2a",259
"Ctsc","OK","negbinomial.size",7.50789460449685e-06,7.79979956770298e-05,"Ctsc",65
"Rasgrp4","OK","negbinomial.size",0.000105656039848305,0.000884816716179833,"Rasgrp4",67
"Fam98c","OK","negbinomial.size",0.00072352928346376,0.00489284253246377,"Fam98c",56
"Psmc4","OK","negbinomial.size",0.00212188576636078,0.0124395918741011,"Psmc4",360
"Mfge8","OK","negbinomial.size",0.00168308323063238,0.010205310434969,"Mfge8",297
"Hapln3","OK","negbinomial.size",0.000141406685411933,0.00115822397949478,"Hapln3",18
"Acan","OK","negbinomial.size",1.15258105695597e-05,0.000115093842362064,"Acan",22
"Mrps11","OK","negbinomial.size",3.91196045517556e-06,4.23135894173878e-05,"Mrps11",291
"Sytl2","OK","negbinomial.size",0.00256280794319425,0.0146320207241131,"Sytl2",16
"Ddias","OK","negbinomial.size",6.25412821530113e-07,7.69532341964662e-06,"Ddias",39
"Arl6ip1","OK","negbinomial.size",7.664863821461e-06,7.93672106044878e-05,"Arl6ip1",362
"Nucb2","OK","negbinomial.size",3.0883714737131e-05,0.000284310518441384,"Nucb2",174
"Ipo5","OK","negbinomial.size",1.63642818561464e-05,0.000159003330331062,"Ipo5",296
"Pde3b","OK","negbinomial.size",3.87742584329392e-07,4.92468224930744e-06,"Pde3b",91
"Kif22","OK","negbinomial.size",1.97677744445033e-14,5.86614520691943e-13,"Kif22",128
"Aldoa","OK","negbinomial.size",0.000335847573074225,0.00247702315298955,"Aldoa",418
"Nupr1","OK","negbinomial.size",1.0050295270405e-10,2.00031860714393e-09,"Nupr1",18
"Cln3","OK","negbinomial.size",1.15646216028381e-10,2.28968614843005e-09,"Cln3",168
"Pgm2l1","OK","negbinomial.size",0.000237552317724381,0.00183579033770827,"Pgm2l1",44
"Chrdl2","OK","negbinomial.size",0.000123855208753847,0.00102229181466198,"Chrdl2",11
"Kdm8","OK","negbinomial.size",1.03747791428945e-05,0.000104510155391522,"Kdm8",43
"Zkscan2","OK","negbinomial.size",9.78602242432224e-05,0.000827220608683325,"Zkscan2",19
"Tgfb1i1","OK","negbinomial.size",4.07513416120044e-19,1.73633756895473e-17,"Tgfb1i1",208
"Rnf141","OK","negbinomial.size",0.000396120400999408,0.00287780558606252,"Rnf141",61
"Adm","OK","negbinomial.size",2.36314199358445e-21,1.19694565554566e-19,"Adm",104
"Pycard","OK","negbinomial.size",0.00124647192799722,0.0078406503520703,"Pycard",141
"Bcat2","OK","negbinomial.size",0.00695071699245557,0.0339908657265799,"Bcat2",274
"Tial1","OK","negbinomial.size",6.08483385238616e-05,0.00053515986433957,"Tial1",343
"Bag3","OK","negbinomial.size",2.70983881414513e-17,1.02019364549249e-15,"Bag3",199
"Fgfr2","OK","negbinomial.size",1.68142725037482e-06,1.94373606615282e-05,"Fgfr2",312
"Chp2","OK","negbinomial.size",1.8302661741247e-17,6.99494454183658e-16,"Chp2",18
"Plk1","OK","negbinomial.size",5.25460602266928e-23,3.03995830999564e-21,"Plk1",92
"Tpp1","OK","negbinomial.size",0.000536588984503768,0.00376179003477572,"Tpp1",194
"Trim30a","OK","negbinomial.size",1.65479718042984e-08,2.53280364558024e-07,"Trim30a",11
"Oat","OK","negbinomial.size",1.40870577729431e-05,0.000138476985683833,"Oat",323
"Lhpp","OK","negbinomial.size",1.35156924172509e-05,0.000133067847592793,"Lhpp",175
"Rrm1","OK","negbinomial.size",3.48315161279839e-14,9.96133971442479e-13,"Rrm1",271
"Bccip","OK","negbinomial.size",0.000293770253273015,0.00220406331604953,"Bccip",301
"Stim1","OK","negbinomial.size",1.18252905375413e-18,4.87387464900231e-17,"Stim1",113
"Pgap2","OK","negbinomial.size",0.00349410522477078,0.0189783183009514,"Pgap2",223
"Mki67","OK","negbinomial.size",1.44201398400324e-45,2.67451181856602e-43,"Mki67",142
"Atp6ap2","OK","negbinomial.size",0.00964724272987854,0.0438296200681657,"Atp6ap2",244
"Usp9x","OK","negbinomial.size",5.62590377815304e-08,8.04465968821611e-07,"Usp9x",343
"St5","OK","negbinomial.size",1.04707038762928e-16,3.70945273280352e-15,"St5",331
"Trim66","OK","negbinomial.size",7.95887327231464e-09,1.28434521792855e-07,"Trim66",19
"Tub","OK","negbinomial.size",0.00100939514084193,0.00652511097708787,"Tub",15
"Cdk16","OK","negbinomial.size",1.174461511257e-05,0.000117093348458287,"Cdk16",243
"Oraov1","OK","negbinomial.size",6.18708052346601e-11,1.25654524254353e-09,"Oraov1",221
"Ano1","OK","negbinomial.size",3.17566674252078e-05,0.000291920619217727,"Ano1",130
"Cul4b","OK","negbinomial.size",3.52233352935173e-11,7.47873240272458e-10,"Cul4b",278
"Smarca1","OK","negbinomial.size",1.70714445462306e-06,1.96985415020184e-05,"Smarca1",301
"Elf4","OK","negbinomial.size",8.26228536293338e-05,0.000709352913528358,"Elf4",70
"Gpc4","OK","negbinomial.size",1.29355617751039e-15,4.17246304623045e-14,"Gpc4",188
"Slc9a9","OK","negbinomial.size",3.93473369703812e-11,8.27081023117413e-10,"Slc9a9",11
"Arhgef6","OK","negbinomial.size",1.29883307472642e-05,0.000128590636994386,"Arhgef6",12
"Otud5","OK","negbinomial.size",0.00398982786200456,0.0211872458928848,"Otud5",142
"Aff2","OK","negbinomial.size",1.65300824514622e-22,9.22466371140888e-21,"Aff2",52
"Msn","OK","negbinomial.size",1.93024921380101e-05,0.00018512778010995,"Msn",233
"Pbdc1","OK","negbinomial.size",0.0049627087679555,0.0255885866645359,"Pbdc1",322
"Itm2a","OK","negbinomial.size",3.91884362970591e-16,1.31798548954269e-14,"Itm2a",306
"Sh3bgrl","OK","negbinomial.size",0.00300328275341156,0.0166787327547453,"Sh3bgrl",369
"Sytl4","OK","negbinomial.size",5.67478120931709e-76,2.75270540815027e-73,"Sytl4",82
"Cenpi","OK","negbinomial.size",0.00272960612002732,0.015403039098785,"Cenpi",70
"Col4a6","OK","negbinomial.size",0.00175767674999698,0.0105661673836806,"Col4a6",124
"Col4a5","OK","negbinomial.size",0.00252820481391394,0.014454088446547,"Col4a5",181
"Pak3","OK","negbinomial.size",1.07574108541152e-09,1.91357497450071e-08,"Pak3",61
"Glt28d2","OK","negbinomial.size",5.07288609936081e-05,0.000451193508357818,"Glt28d2",24
"Il13ra2","OK","negbinomial.size",1.25389992367316e-23,7.67678924143974e-22,"Il13ra2",34
"Gpr64","OK","negbinomial.size",0.00667353034373828,0.0328775643340731,"Gpr64",24
"Pdha1","OK","negbinomial.size",0.00347039219514832,0.0188820476122565,"Pdha1",211
"Il2rg","OK","negbinomial.size",1.81100847604026e-17,6.94238264432211e-16,"Il2rg",28
"Zmym3","OK","negbinomial.size",2.82702430489016e-07,3.68711794552996e-06,"Zmym3",290
"Flna","OK","negbinomial.size",4.36518722857325e-07,5.51088501769428e-06,"Flna",391
"Abcb7","OK","negbinomial.size",1.08129661915735e-05,0.000108490954342183,"Abcb7",105
"Gpm6b","OK","negbinomial.size",0.00262392762973798,0.0148945879769907,"Gpm6b",93
"Msl3","OK","negbinomial.size",0.00860566503415799,0.0400792641841952,"Msl3",195
"Ctps2","OK","negbinomial.size",2.54827647543096e-08,3.81243925363408e-07,"Ctps2",215
"Ap1s2","OK","negbinomial.size",0.00019196169132332,0.00152006188294225,"Ap1s2",71
"Bgn","OK","negbinomial.size",0.00235512741616817,0.0136126796391902,"Bgn",115
"Atp2b3","OK","negbinomial.size",8.35009666303618e-09,1.33643932886056e-07,"Atp2b3",25
"Abcd1","OK","negbinomial.size",3.42029718434815e-06,3.75428965091374e-05,"Abcd1",40
"Hcfc1","OK","negbinomial.size",7.18384608999839e-06,7.47546756493891e-05,"Hcfc1",320
"Fam3a","OK","negbinomial.size",0.0021476156009428,0.0125687832756801,"Fam3a",108
"Dkc1","OK","negbinomial.size",1.46515954367555e-05,0.000143356029207417,"Dkc1",307
"Zcchc18","OK","negbinomial.size",1.6910047385791e-09,2.96619635089842e-08,"Zcchc18",48
"Prps1","OK","negbinomial.size",0.00150162257746916,0.00921579754113922,"Prps1",143
"Rnf128","OK","negbinomial.size",1.0111989800208e-09,1.80640814957823e-08,"Rnf128",132
"Gas6","OK","negbinomial.size",3.39885048649307e-56,9.52584496347791e-54,"Gas6",196
"Rasa3","OK","negbinomial.size",1.98907455605661e-09,3.45064763424841e-08,"Rasa3",161
"Eif4ebp1","OK","negbinomial.size",0.00268642696160607,0.0152061511557117,"Eif4ebp1",271
"Rab20","OK","negbinomial.size",0.00914742070677744,0.0421355989605102,"Rab20",18
"Ankrd10","OK","negbinomial.size",0.00498682394405487,0.0256604747378295,"Ankrd10",269
"Gpm6a","OK","negbinomial.size",0.000216440051324912,0.00169549188031664,"Gpm6a",28
"Aga","OK","negbinomial.size",0.00995523183459442,0.0449565404366166,"Aga",141
"Eri1","OK","negbinomial.size",0.0014215987389488,0.00878963080372388,"Eri1",103
"Plat","OK","negbinomial.size",0.000203728027053087,0.00160088341258164,"Plat",245
"Agpat6","OK","negbinomial.size",0.0080137039457178,0.037952998183775,"Agpat6",242
"Sfrp1","OK","negbinomial.size",5.33610701618957e-54,1.43189322740815e-51,"Sfrp1",231
"Slit2","OK","negbinomial.size",8.60139155215076e-11,1.72465421710215e-09,"Slit2",156
"Fgfr1","OK","negbinomial.size",2.43728476401911e-07,3.21538027654906e-06,"Fgfr1",214
"Rwdd4a","OK","negbinomial.size",0.000633464420547519,0.00436094610914045,"Rwdd4a",144
"Star","OK","negbinomial.size",0.000115279566231519,0.000954632888583005,"Star",58
"Kcnu1","OK","negbinomial.size",0.00905399786883575,0.0418274802643797,"Kcnu1",10
"Rbpms","OK","negbinomial.size",0.000409764328172855,0.00296667491786226,"Rbpms",248
"Pcm1","OK","negbinomial.size",0.00202250437069963,0.0119139771710714,"Pcm1",369
"Pdgfrl","OK","negbinomial.size",8.74563314400611e-10,1.57571321731721e-08,"Pdgfrl",34
"Cnot7","OK","negbinomial.size",0.00749120453691163,0.0360194706898702,"Cnot7",327
"Msmo1","OK","negbinomial.size",0.00348387925882802,0.0189309285705898,"Msmo1",173
"Hpgd","OK","negbinomial.size",3.30711267008515e-12,7.86968018775734e-11,"Hpgd",67
"Tmem184c","OK","negbinomial.size",0.0017094591101657,0.0103304735493099,"Tmem184c",155
"Isx","OK","negbinomial.size",5.71954003395459e-27,4.37180841868093e-25,"Isx",37
"Sorbs2","OK","negbinomial.size",9.35866230161425e-18,3.63173689070643e-16,"Sorbs2",170
"N4bp1","OK","negbinomial.size",0.00582818987660426,0.0293574359391247,"N4bp1",160
"Cbln1","OK","negbinomial.size",5.26331552022407e-06,5.60649791731976e-05,"Cbln1",11
"Sall1","OK","negbinomial.size",6.51864337821894e-23,3.75402421397704e-21,"Sall1",48
"Cdh11","OK","negbinomial.size",9.82874960593668e-09,1.55338583997586e-07,"Cdh11",171
"Orc6","OK","negbinomial.size",0.000872392173727097,0.00573949405062397,"Orc6",265
"Gab1","OK","negbinomial.size",0.000463199450358283,0.00330984219145534,"Gab1",168
"Ap1g1","OK","negbinomial.size",0.00617469850093927,0.030744294312612,"Ap1g1",209
"Irx3","OK","negbinomial.size",2.71821519253781e-10,5.2339129783644e-09,"Irx3",144
"Mmp2","OK","negbinomial.size",9.58351456458361e-30,9.08776584124275e-28,"Mmp2",203
"Cenpn","OK","negbinomial.size",5.13045937581196e-05,0.000455992626129249,"Cenpn",117
"Mt2","OK","negbinomial.size",1.50310477652351e-17,5.79729585367415e-16,"Mt2",62
"Mt1","OK","negbinomial.size",1.05840792613812e-73,4.60297957394966e-71,"Mt1",186
"Coq9","OK","negbinomial.size",2.76355473469185e-05,0.000257559241445024,"Coq9",171
"Gpr56","OK","negbinomial.size",3.19169433926299e-35,3.87054317372931e-33,"Gpr56",199
"Mmp15","OK","negbinomial.size",7.09999140716779e-07,8.65169967412562e-06,"Mmp15",115
"Tmem38a","OK","negbinomial.size",2.43659319298006e-08,3.66273103097313e-07,"Tmem38a",60
"Usb1","OK","negbinomial.size",0.00911930663957614,0.0420587198282851,"Usb1",77
"Tpm4","OK","negbinomial.size",5.08402352654553e-07,6.34848561552399e-06,"Tpm4",350
"Slc27a1","OK","negbinomial.size",3.94937005777901e-09,6.62359776179639e-08,"Slc27a1",179
"Map1lc3b","OK","negbinomial.size",0.010418261635762,0.0466436335641571,"Map1lc3b",398
"Gins2","OK","negbinomial.size",2.83444498656596e-05,0.000263240207441605,"Gins2",255
"Gse1","OK","negbinomial.size",1.01870096228883e-08,1.60197712423775e-07,"Gse1",242
"Crispld2","OK","negbinomial.size",1.39496958660178e-19,6.15152322595162e-18,"Crispld2",128
"Klhl36","OK","negbinomial.size",0.000278145206230113,0.00210183783162024,"Klhl36",26
"Taf1c","OK","negbinomial.size",0.00189481881765809,0.0112405714620432,"Taf1c",54
"Hsd17b2","OK","negbinomial.size",3.37605215632225e-23,2.00843253752529e-21,"Hsd17b2",15
"BC021891","OK","negbinomial.size",1.76544424757342e-05,0.000170488383234272,"BC021891",12
"Mau2","OK","negbinomial.size",0.00824068775411586,0.0387659656676275,"Mau2",290
"Ces2g","OK","negbinomial.size",7.08947777563176e-05,0.00061578852414785,"Ces2g",15
"Hsd11b2","OK","negbinomial.size",7.85915021246613e-09,1.27239541052147e-07,"Hsd11b2",59
"Ctrl","OK","negbinomial.size",2.29010659535061e-06,2.5880667007672e-05,"Ctrl",24
"Vps4a","OK","negbinomial.size",0.00192663702279728,0.0114078620335771,"Vps4a",134
"Cep57","OK","negbinomial.size",0.000849489248240535,0.00560343012490043,"Cep57",283
"Kars","OK","negbinomial.size",0.00494397397491086,0.0255259557131987,"Kars",340
"Wdr59","OK","negbinomial.size",0.000566284613271679,0.00394584615612288,"Wdr59",90
"Aars","OK","negbinomial.size",0.00297643480359483,0.0165514972411543,"Aars",203
"Bmper","OK","negbinomial.size",1.84446314882269e-13,4.88705235986381e-12,"Bmper",78
"Adamts8","OK","negbinomial.size",2.69919836963056e-07,3.5313578669897e-06,"Adamts8",12
"Aplp2","OK","negbinomial.size",2.76510635043262e-05,0.000257559241445024,"Aplp2",384
"Trpc6","OK","negbinomial.size",0.000621492699579567,0.00428320542464344,"Trpc6",25
"Ubash3b","OK","negbinomial.size",1.40204885875012e-25,9.76941447876051e-24,"Ubash3b",93
"St3gal4","OK","negbinomial.size",4.77025758157323e-09,7.96854153891412e-08,"St3gal4",90
"Acat1","OK","negbinomial.size",0.00414302237261698,0.0218718284484912,"Acat1",274
"Rdx","OK","negbinomial.size",9.01007092185474e-07,1.08430357315298e-05,"Rdx",372
"Ppp2r1b","OK","negbinomial.size",0.000188310831475994,0.00149463574989002,"Ppp2r1b",167
"Cryab","OK","negbinomial.size",0.000343518406315496,0.00252916178660306,"Cryab",31
"Dixdc1","OK","negbinomial.size",4.65216532148633e-08,6.72856754983779e-07,"Dixdc1",126
"Cadm1","OK","negbinomial.size",0.0103440210424144,0.046377103941319,"Cadm1",139
"Apoa4","OK","negbinomial.size",2.55284162724872e-31,2.59648698410169e-29,"Apoa4",15
"Apoa1","OK","negbinomial.size",2.76192236144169e-30,2.65903548263378e-28,"Apoa1",56
"Tagln","OK","negbinomial.size",2.5469155182797e-06,2.85272633361844e-05,"Tagln",78
"Mpzl2","OK","negbinomial.size",0.00960797170559247,0.04369797873463,"Mpzl2",59
"Chek1","OK","negbinomial.size",0.00220698454478983,0.0128565769417503,"Chek1",153
"Slc37a2","OK","negbinomial.size",1.77134490952519e-28,1.50947310803593e-26,"Slc37a2",69
"Ilf3","OK","negbinomial.size",0.010555198029288,0.0471228876266835,"Ilf3",398
"Bmp5","OK","negbinomial.size",1.69006073885792e-13,4.49684515579665e-12,"Bmp5",69
"Tmod2","OK","negbinomial.size",2.32780694282417e-11,5.06177606256871e-10,"Tmod2",46
"Smarca4","OK","negbinomial.size",0.00128937186422631,0.00807425916167938,"Smarca4",348
"Polr2m","OK","negbinomial.size",0.0011777259143962,0.00748976331016945,"Polr2m",310
"Rab27a","OK","negbinomial.size",0.00702232065751456,0.0342480696568344,"Rab27a",13
"Ccnb2","OK","negbinomial.size",4.90930690862635e-13,1.2610219700936e-11,"Ccnb2",115
"Myo1e","OK","negbinomial.size",5.299476060061e-17,1.93170497310663e-15,"Myo1e",139
"Mns1","OK","negbinomial.size",0.00141110116687947,0.00873677364589292,"Mns1",126
"Fam81a","OK","negbinomial.size",7.99329191054788e-09,1.28750188474878e-07,"Fam81a",82
"Tcf12","OK","negbinomial.size",2.1635341018979e-08,3.2600348976268e-07,"Tcf12",369
"Anxa2","OK","negbinomial.size",1.08290645733578e-30,1.08393779681896e-28,"Anxa2",385
"Cgnl1","OK","negbinomial.size",1.12399090939534e-05,0.00011250613769281,"Cgnl1",255
"Ice2","OK","negbinomial.size",0.00582540293991202,0.0293574359391247,"Ice2",156
"Fem1b","OK","negbinomial.size",0.000718314955840237,0.00486279561087336,"Fem1b",184
"Kif23","OK","negbinomial.size",2.1386010418388e-29,1.96876177661831e-27,"Kif23",96
"Sh3bgrl2","OK","negbinomial.size",3.98969513286202e-08,5.81039665307803e-07,"Sh3bgrl2",83
"Acsbg1","OK","negbinomial.size",2.16885671115301e-28,1.83581347926589e-26,"Acsbg1",115
"Thsd4","OK","negbinomial.size",9.33340909205227e-05,0.000793748856837243,"Thsd4",50
"Crabp1","OK","negbinomial.size",3.77008886421455e-23,2.22188601661093e-21,"Crabp1",59
"Nr2e3","OK","negbinomial.size",2.20549221620648e-05,0.000209613171294621,"Nr2e3",13
"Ireb2","OK","negbinomial.size",0.000812569649701172,0.0053852487766848,"Ireb2",283
"Pkm","OK","negbinomial.size",8.59185737829307e-08,1.19471339862218e-06,"Pkm",411
"Fam219b","OK","negbinomial.size",0.00153229992636988,0.00938580217162554,"Fam219b",194
"Cyp11a1","OK","negbinomial.size",1.62509268205444e-50,3.65994087608404e-48,"Cyp11a1",37
"Col12a1","OK","negbinomial.size",1.11306736069061e-11,2.50678670589821e-10,"Col12a1",151
"Neo1","OK","negbinomial.size",0.00025379888954045,0.00194112285923842,"Neo1",344
"Gsta4","OK","negbinomial.size",0.00138936727155845,0.00863187193541635,"Gsta4",323
"Elovl5","OK","negbinomial.size",0.0081904785450309,0.038601762111334,"Elovl5",253
"Gclc","OK","negbinomial.size",0.0107986269781924,0.0480226669425114,"Gclc",54
"Ctsh","OK","negbinomial.size",0.000656179867033742,0.00449263842831201,"Ctsh",153
"Tpm1","OK","negbinomial.size",3.70354037133333e-11,7.82396166888709e-10,"Tpm1",384
"Plscr1","OK","negbinomial.size",0.00609841841483721,0.0304727626972769,"Plscr1",171
"Plscr2","OK","negbinomial.size",0.00078046179809602,0.00520803396697725,"Plscr2",21
"Plod2","OK","negbinomial.size",0.00567723329337818,0.0286979023230804,"Plod2",136
"Dapk2","OK","negbinomial.size",5.53353382431392e-07,6.87575651155144e-06,"Dapk2",31
"Igdcc3","OK","negbinomial.size",0.00455407567895063,0.0237338853152584,"Igdcc3",163
"Me1","OK","negbinomial.size",0.000710316432385765,0.00481640368024154,"Me1",160
"Tbx18","OK","negbinomial.size",5.91966388244176e-47,1.20417420782831e-44,"Tbx18",39
"Snx14","OK","negbinomial.size",0.0049998159691789,0.0257168348300507,"Snx14",138
"Syncrip","OK","negbinomial.size",0.000187941114772488,0.00149358118431671,"Syncrip",344
"Stt3b","OK","negbinomial.size",0.000124274758531606,0.00102508388136077,"Stt3b",336
"Nmnat3","OK","negbinomial.size",4.16016527485823e-23,2.42907427993111e-21,"Nmnat3",40
"Mras","OK","negbinomial.size",0.00250512562363172,0.0143416451952988,"Mras",134
"Cdc25a","OK","negbinomial.size",0.00345697646401326,0.0188252967029945,"Cdc25a",163
"Smarcc1","OK","negbinomial.size",0.0100863530899385,0.0454642906255556,"Smarcc1",403
"Scap","OK","negbinomial.size",9.50112849096822e-05,0.000805297261613516,"Scap",167
"Amotl2","OK","negbinomial.size",0.00710479244322989,0.0345834204145177,"Amotl2",261
"Abhd5","OK","negbinomial.size",0.00064177122253477,0.0044133144267222,"Abhd5",72
"Cish","OK","negbinomial.size",0.000428103403123676,0.00308704409387982,"Cish",46
"Rbm5","OK","negbinomial.size",1.53139047594692e-05,0.000149488364416738,"Rbm5",397
"Traip","OK","negbinomial.size",0.00194591463062596,0.011495023569768,"Traip",49
"Bsn","OK","negbinomial.size",0.00674482624100357,0.0331451742759445,"Bsn",13
"Apeh","OK","negbinomial.size",0.000141426017160004,0.00115822397949478,"Apeh",125
"Prkar2a","OK","negbinomial.size",0.00583405840190283,0.0293611909675972,"Prkar2a",186
"Qars","OK","negbinomial.size",0.000926406772217504,0.00603816134946106,"Qars",335
"Nicn1","OK","negbinomial.size",0.00870380837063314,0.0404616406820586,"Nicn1",174
"Usp4","OK","negbinomial.size",0.00171833935085118,0.0103791646996815,"Usp4",251
"Thsd7a","OK","negbinomial.size",2.6940713898265e-05,0.000251313819293578,"Thsd7a",40
"Chsy1","OK","negbinomial.size",5.32763875578524e-05,0.000472186788390467,"Chsy1",317
"Pygm","OK","negbinomial.size",4.98107408523434e-05,0.000444280808790492,"Pygm",69
"Colgalt2","OK","negbinomial.size",0.000482307874059792,0.0034250376732219,"Colgalt2",22
"Exd2","OK","negbinomial.size",0.000152143321173501,0.00123397528401299,"Exd2",103
"Ablim3","OK","negbinomial.size",1.80631608138706e-11,3.96195798581801e-10,"Ablim3",27
"Heyl","OK","negbinomial.size",9.51200002138096e-17,3.3984516790271e-15,"Heyl",52
"Gtf3c1","OK","negbinomial.size",0.00203034870955596,0.0119434505246828,"Gtf3c1",262
"Troap","OK","negbinomial.size",0.00124842152194944,0.00784508830833397,"Troap",47
"Lama1","OK","negbinomial.size",0.00033222598575155,0.00245605752186316,"Lama1",194
"Srxn1","OK","negbinomial.size",1.16408430979301e-20,5.6035997385914e-19,"Srxn1",29
"Slc10a3","OK","negbinomial.size",3.65939208320981e-06,3.99932867880781e-05,"Slc10a3",88
"Igdcc4","OK","negbinomial.size",1.30763607824385e-05,0.000128943754642779,"Igdcc4",216
