"","status","family","pval","qval","genes","num_cells_expressed"
"Zhx1","OK","negbinomial.size",0.00543133982282932,0.027654444023223,"Zhx1",169
"Mtbp","OK","negbinomial.size",0.000104177501659279,0.000874176081787639,"Mtbp",121
"Gtse1","OK","negbinomial.size",3.9923737430207e-13,1.03604563059624e-11,"Gtse1",71
"Rangap1","OK","negbinomial.size",1.74012585392809e-06,2.00241489687418e-05,"Rangap1",192
"Rbx1","OK","negbinomial.size",0.00356718946552121,0.0193022571386083,"Rbx1",409
"Deptor","OK","negbinomial.size",1.59844953376579e-05,0.000155672938377252,"Deptor",91
"Smc1b","OK","negbinomial.size",0.00115629219273393,0.00736151294031312,"Smc1b",20
"Fam118a","OK","negbinomial.size",0.00791053776743122,0.0375602581576881,"Fam118a",119
"Parvb","OK","negbinomial.size",0.00772685447099962,0.0369132911319118,"Parvb",149
"Ttll1","OK","negbinomial.size",0.000787277069805547,0.00524122179200544,"Ttll1",91
"Adamts20","OK","negbinomial.size",7.70829007059597e-08,1.0777932857024e-06,"Adamts20",18
"Sept3","OK","negbinomial.size",1.87181386253076e-30,1.83002452978589e-28,"Sept3",61
"Slc38a4","OK","negbinomial.size",2.87716491959744e-08,4.28415631239232e-07,"Slc38a4",238
"Col2a1","OK","negbinomial.size",7.70068938478705e-08,1.0777932857024e-06,"Col2a1",39
"Hoxc5","OK","negbinomial.size",0.0100601263557995,0.0453785098710099,"Hoxc5",110
"Litaf","OK","negbinomial.size",5.24784348767633e-06,5.59474235558528e-05,"Litaf",322
"Hes1","OK","negbinomial.size",0.000923794502886214,0.00602424833009356,"Hes1",367
"Zfp263","OK","negbinomial.size",1.27357967890148e-07,1.73647426057356e-06,"Zfp263",153
"Atp13a3","OK","negbinomial.size",8.69036905653893e-09,1.38562496259253e-07,"Atp13a3",275
"Tmem44","OK","negbinomial.size",1.20506313967001e-05,0.000120049417989875,"Tmem44",69
"Rogdi","OK","negbinomial.size",6.77861253381712e-05,0.00059123002265907,"Rogdi",231
"Oplah","OK","negbinomial.size",1.00555185294105e-10,2.00031860714393e-09,"Oplah",219
"Grina","OK","negbinomial.size",0.000229620329310426,0.00178433246658231,"Grina",191
"Plec","OK","negbinomial.size",2.44412503322417e-14,7.12872222820591e-13,"Plec",335
"Ly6e","OK","negbinomial.size",4.21361949330735e-11,8.79837235920402e-10,"Ly6e",255
"Cblb","OK","negbinomial.size",0.0061594442133808,0.0306925762225044,"Cblb",117
"Bbx","OK","negbinomial.size",0.00428671112951684,0.022526666985611,"Bbx",330
"Cd200","OK","negbinomial.size",2.70521840531624e-30,2.62447804060372e-28,"Cd200",205
"Ccdc80","OK","negbinomial.size",0.00176994424196914,0.0106146156822229,"Ccdc80",240
"Mcm4","OK","negbinomial.size",3.61243182262104e-07,4.62068865587187e-06,"Mcm4",336
"Snai2","OK","negbinomial.size",0.00762569661554546,0.036513459759805,"Snai2",203
"Fopnl","OK","negbinomial.size",0.00239329185056037,0.0138079582887774,"Fopnl",320
"Nde1","OK","negbinomial.size",0.0030239958888049,0.0167775854702638,"Nde1",177
"B3gnt5","OK","negbinomial.size",0.00187057114832251,0.0111176452981355,"B3gnt5",164
"Zbtb20","OK","negbinomial.size",1.11146274583337e-10,2.20752254337803e-09,"Zbtb20",249
"Cldn26","OK","negbinomial.size",0.00280025899398917,0.015731343622357,"Cldn26",26
"Tomm70a","OK","negbinomial.size",0.00834035496238536,0.039132647613692,"Tomm70a",237
"Slc7a4","OK","negbinomial.size",3.75657521835574e-08,5.48991038863298e-07,"Slc7a4",42
"Top3b","OK","negbinomial.size",0.0109216114950375,0.048495965754247,"Top3b",123
"Mfi2","OK","negbinomial.size",3.18115881495506e-19,1.37399914295251e-17,"Mfi2",12
"Igsf11","OK","negbinomial.size",0.00235867667701662,0.0136269492673081,"Igsf11",72
"Yars2","OK","negbinomial.size",0.00635191825204237,0.031524017255229,"Yars2",106
"Arhgap31","OK","negbinomial.size",1.36340758493844e-19,6.0334373548223e-18,"Arhgap31",70
"Popdc2","OK","negbinomial.size",0.00931750388928164,0.0427784343107463,"Popdc2",11
"Umps","OK","negbinomial.size",0.000587951009248084,0.00407165195362091,"Umps",261
"Itgb5","OK","negbinomial.size",0.000124777790839332,0.00102856045625206,"Itgb5",153
"Abcc5","OK","negbinomial.size",9.89562946426817e-05,0.000835925511074013,"Abcc5",314
"Clcn2","OK","negbinomial.size",0.00566739378363099,0.0286596513228364,"Clcn2",150
"Cxadr","OK","negbinomial.size",0.00112068554576587,0.00715649929275906,"Cxadr",147
"Rfc4","OK","negbinomial.size",5.56428459075e-05,0.000492123122430147,"Rfc4",216
"Robo1","OK","negbinomial.size",6.73627147330159e-08,9.50311586367781e-07,"Robo1",215
"Masp1","OK","negbinomial.size",2.71222260873222e-06,3.02178017149565e-05,"Masp1",29
"Adamts1","OK","negbinomial.size",7.25655090561272e-05,0.000629000824890636,"Adamts1",215
"Slc15a2","OK","negbinomial.size",1.68395858937466e-12,4.08424725561408e-11,"Slc15a2",14
"Parp9","OK","negbinomial.size",1.94409187189724e-09,3.38191540529214e-08,"Parp9",26
"Grik1","OK","negbinomial.size",0.00671189056760729,0.0330407353000246,"Grik1",11
"Chaf1b","OK","negbinomial.size",1.47500543914325e-07,2.00460868518046e-06,"Chaf1b",143
"Runx1","OK","negbinomial.size",2.61687703322191e-29,2.3915980538402e-27,"Runx1",209
"Tmem50b","OK","negbinomial.size",2.19243667045715e-14,6.44545717664465e-13,"Tmem50b",183
"Ifngr2","OK","negbinomial.size",1.29341346172043e-11,2.8820725404979e-10,"Ifngr2",313
"Ifnar1","OK","negbinomial.size",1.21056768928573e-13,3.25536880538841e-12,"Ifnar1",277
"Il10rb","OK","negbinomial.size",1.36581822370264e-25,9.62329577504902e-24,"Il10rb",140
"Ifnar2","OK","negbinomial.size",0.000390341314355955,0.00284072974994651,"Ifnar2",157
"Sod1","OK","negbinomial.size",0.00681656913953377,0.0333995998398601,"Sod1",420
"Zfp641","OK","negbinomial.size",0.000323351798365207,0.00239888992998941,"Zfp641",17
"Enah","OK","negbinomial.size",0.00879436156532515,0.0407923825163225,"Enah",321
"Tuba1b","OK","negbinomial.size",1.28186456614075e-08,1.99099456997132e-07,"Tuba1b",416
"Tmbim6","OK","negbinomial.size",0.00371510591349899,0.0200063688219681,"Tmbim6",401
"Faim2","OK","negbinomial.size",5.74533349013767e-08,8.19684909249053e-07,"Faim2",31
"Racgap1","OK","negbinomial.size",6.44440797044428e-14,1.77073798089855e-12,"Racgap1",129
"Cers5","OK","negbinomial.size",0.00922831441248682,0.0424462076478059,"Cers5",208
"Slc11a2","OK","negbinomial.size",0.00211215283177402,0.0123957522170005,"Slc11a2",146
"Nr4a1","OK","negbinomial.size",4.0944610808718e-11,8.57796397873008e-10,"Nr4a1",180
"Amhr2","OK","negbinomial.size",1.29911848978678e-42,2.21411924232308e-40,"Amhr2",289
"Prr13","OK","negbinomial.size",3.50898611097948e-10,6.64221979804724e-09,"Prr13",270
"Calcoco1","OK","negbinomial.size",0.000316536893955484,0.00235109735369055,"Calcoco1",203
"Cdkn1a","OK","negbinomial.size",3.68777062926512e-18,1.46258374768213e-16,"Cdkn1a",91
"Rgn","OK","negbinomial.size",2.58921446858496e-08,3.86909631253478e-07,"Rgn",15
"Fhl1","OK","negbinomial.size",7.49426783217942e-11,1.51470682531165e-09,"Fhl1",118
"Msrb2","OK","negbinomial.size",2.27744372564885e-05,0.000215963310284836,"Msrb2",121
"Wrb","OK","negbinomial.size",0.0060349727939029,0.0302323358381364,"Wrb",215
"Ivns1abp","OK","negbinomial.size",4.19944314493391e-10,7.85806779583182e-09,"Ivns1abp",406
"Vwa5a","OK","negbinomial.size",0.00157407087355436,0.00960899412258837,"Vwa5a",111
"Scg5","OK","negbinomial.size",3.46700286232693e-06,3.80224696518846e-05,"Scg5",56
"Wfdc1","OK","negbinomial.size",2.21038328656803e-35,2.70653922429088e-33,"Wfdc1",78
"Tmem176a","OK","negbinomial.size",2.39403565431438e-09,4.113566440356e-08,"Tmem176a",229
"Slc17a9","OK","negbinomial.size",7.17893388044889e-18,2.79446648457473e-16,"Slc17a9",38
"Tpi1","OK","negbinomial.size",0.00203005885674187,0.0119434505246828,"Tpi1",374
"Tulp2","OK","negbinomial.size",9.38736914886169e-25,6.16632810965852e-23,"Tulp2",133
"Cdca3","OK","negbinomial.size",1.38608021291283e-13,3.70365331467301e-12,"Cdca3",110
"Ccndbp1","OK","negbinomial.size",0.000903729372359587,0.00591480791084541,"Ccndbp1",180
"Tiam2","OK","negbinomial.size",0.00387858983353669,0.0206748837618617,"Tiam2",95
"Park2","OK","negbinomial.size",0.00227719798808277,0.0132046073681379,"Park2",38
"Slc22a3","OK","negbinomial.size",2.41257250622632e-12,5.78467004724835e-11,"Slc22a3",15
"Igf2r","OK","negbinomial.size",0.00509565411303362,0.0261458054001546,"Igf2r",410
"Acat2","OK","negbinomial.size",0.000274894937561621,0.00208226723875505,"Acat2",288
"Pde10a","OK","negbinomial.size",8.25491160348953e-06,8.45742852503737e-05,"Pde10a",46
"Thbs2","OK","negbinomial.size",4.20755901163085e-50,9.30977793941899e-48,"Thbs2",87
"Smoc2","OK","negbinomial.size",4.2758961801675e-15,1.33815391127227e-13,"Smoc2",59
"Cenpq","OK","negbinomial.size",0.00930633767015912,0.042742727857264,"Cenpq",168
"Cdc5l","OK","negbinomial.size",0.00914312112825555,0.0421311814649466,"Cdc5l",321
"Spats1","OK","negbinomial.size",0.00663306065559749,0.0327293274602487,"Spats1",34
"Sgol1","OK","negbinomial.size",6.35181189399533e-17,2.30861820193283e-15,"Sgol1",86
"Enpp4","OK","negbinomial.size",0.00773146611273759,0.0369213368473482,"Enpp4",61
"Crip3","OK","negbinomial.size",1.76198417097593e-06,2.02387471442153e-05,"Crip3",50
"Abcg1","OK","negbinomial.size",1.69746160534646e-10,3.30376323559098e-09,"Abcg1",89
"Slc37a1","OK","negbinomial.size",2.99206557547467e-10,5.72285260586981e-09,"Slc37a1",17
"Arhgap28","OK","negbinomial.size",7.91661540852875e-06,8.15055947202977e-05,"Arhgap28",169
"Emilin2","OK","negbinomial.size",8.782114908214e-10,1.58002900459907e-08,"Emilin2",22
"Cyp4f13","OK","negbinomial.size",8.84935254159887e-05,0.000755128783860927,"Cyp4f13",85
"Ndc80","OK","negbinomial.size",5.28141271775749e-15,1.63486078073593e-13,"Ndc80",87
"Galnt14","OK","negbinomial.size",3.6661624831609e-10,6.89085562408723e-09,"Galnt14",25
"Ehd3","OK","negbinomial.size",0.00388086403859025,0.0206769071475145,"Ehd3",41
"Spast","OK","negbinomial.size",0.0108901702718727,0.0483956404048128,"Spast",186
"Strn","OK","negbinomial.size",2.56026794057514e-07,3.35680770364801e-06,"Strn",271
"Eif2ak2","OK","negbinomial.size",0.00133098468346041,0.00831420447142282,"Eif2ak2",171
"Ndufaf7","OK","negbinomial.size",0.0041803864066305,0.0220311747133095,"Ndufaf7",159
"Pja2","OK","negbinomial.size",0.00572449837607117,0.0289252297752442,"Pja2",329
"Cyp1b1","OK","negbinomial.size",3.21697024778572e-07,4.14851009867827e-06,"Cyp1b1",112
"Vapa","OK","negbinomial.size",0.0105755676107702,0.0471804240208822,"Vapa",410
"Srsf7","OK","negbinomial.size",0.000100678839893109,0.000849338815205279,"Srsf7",406
"Fam21","OK","negbinomial.size",0.00907225296894759,0.0418964681231662,"Fam21",287
"Lhcgr","OK","negbinomial.size",6.23866423733974e-10,1.14031932407723e-08,"Lhcgr",25
"Nrxn1","OK","negbinomial.size",2.55249987960374e-07,3.35334671682941e-06,"Nrxn1",19
"Eci1","OK","negbinomial.size",0.00138093418491257,0.00859217658614573,"Eci1",220
"Rhoq","OK","negbinomial.size",0.000760417437239214,0.00508773725117292,"Rhoq",193
"Msh2","OK","negbinomial.size",0.0059552832551059,0.0298998222703311,"Msh2",263
"C3","OK","negbinomial.size",2.42905987872987e-16,8.32481064960358e-15,"C3",11
"Hn1l","OK","negbinomial.size",1.855054092662e-06,2.12497204510927e-05,"Hn1l",243
"Rgs11","OK","negbinomial.size",5.43008851407432e-95,4.02848684350031e-92,"Rgs11",130
"Itfg3","OK","negbinomial.size",1.4077449915519e-17,5.44615945811429e-16,"Itfg3",204
"Fkbp5","OK","negbinomial.size",1.43346421098552e-05,0.000140582042215781,"Fkbp5",293
"Slc25a46","OK","negbinomial.size",0.0060892701072486,0.0304391100248194,"Slc25a46",144
"Slc39a6","OK","negbinomial.size",0.000136526179511669,0.00112100792708409,"Slc39a6",170
"Mapre2","OK","negbinomial.size",0.00547534164965763,0.0278559939029778,"Mapre2",189
"Esco1","OK","negbinomial.size",0.00493038297772851,0.0254739820217583,"Esco1",216
"Tapbp","OK","negbinomial.size",3.11163069281268e-08,4.60069007007661e-07,"Tapbp",156
"Psmb8","OK","negbinomial.size",6.40574454683942e-13,1.61255988472532e-11,"Psmb8",11
"Psd2","OK","negbinomial.size",3.12195223790491e-17,1.15466456376706e-15,"Psd2",16
"Gfra3","OK","negbinomial.size",1.57554697180838e-18,6.36884564373312e-17,"Gfra3",140
"Cdc23","OK","negbinomial.size",3.97311697405411e-05,0.000360755588745647,"Cdc23",299
"C2","OK","negbinomial.size",1.25119345185674e-07,1.70779781545641e-06,"C2",31
"Zfp521","OK","negbinomial.size",0.00177403365584214,0.010623985027294,"Zfp521",194
"Lama3","OK","negbinomial.size",0.000447438516312515,0.00321360738481403,"Lama3",14
"Ndfip1","OK","negbinomial.size",1.41821741762192e-05,0.000139303411768284,"Ndfip1",322
"Hdac3","OK","negbinomial.size",0.0022935492202191,0.0132933100943949,"Hdac3",232
"Trim26","OK","negbinomial.size",0.00763792994642553,0.0365438438863122,"Trim26",169
"Dcp2","OK","negbinomial.size",0.00804525447071532,0.0380452753598281,"Dcp2",255
"Hbegf","OK","negbinomial.size",1.065819139057e-05,0.000107108454038142,"Hbegf",44
"Dpysl3","OK","negbinomial.size",3.09868933466215e-14,8.90220270814556e-13,"Dpysl3",129
"Slmo1","OK","negbinomial.size",0.000464537161248562,0.0033175213350322,"Slmo1",30
"Sncaip","OK","negbinomial.size",5.33329883343844e-12,1.24331912915574e-10,"Sncaip",66
"Me2","OK","negbinomial.size",0.000297630548574202,0.00222777191485268,"Me2",279
"Sall3","OK","negbinomial.size",0.000746701964396906,0.00501594014699259,"Sall3",23
"Fech","OK","negbinomial.size",0.00222319046821774,0.012933061893525,"Fech",146
"Pdgfrb","OK","negbinomial.size",3.96741169613068e-10,7.43491772832097e-09,"Pdgfrb",102
"Psat1","OK","negbinomial.size",0.000435629547172344,0.00313593598683653,"Psat1",170
"Cyb5a","OK","negbinomial.size",7.55682641472854e-20,3.41601056424933e-18,"Cyb5a",383
"Anxa1","OK","negbinomial.size",4.27901920324625e-26,3.11947920181166e-24,"Anxa1",60
"Incenp","OK","negbinomial.size",2.04884083580226e-08,3.09831901932112e-07,"Incenp",123
"Fth1","OK","negbinomial.size",2.56798767410981e-06,2.87122877179725e-05,"Fth1",420
"Osbp","OK","negbinomial.size",0.00898666798874436,0.0415926079537776,"Osbp",123
"Fam111a","OK","negbinomial.size",1.43410327357264e-07,1.95112302980562e-06,"Fam111a",86
"Gna14","OK","negbinomial.size",0.00689886513478229,0.0337503828859093,"Gna14",18
"Pcsk5","OK","negbinomial.size",9.00301062801215e-08,1.24775791253285e-06,"Pcsk5",161
"Ddb1","OK","negbinomial.size",0.000110940286395804,0.000924160430663067,"Ddb1",382
"Fen1","OK","negbinomial.size",8.07696096667221e-11,1.62726248740687e-09,"Fen1",134
"Aldh1a7","OK","negbinomial.size",8.0583710883111e-24,5.03129584979107e-22,"Aldh1a7",28
"Tmem2","OK","negbinomial.size",0.000180119732411254,0.00143867641872751,"Tmem2",217
"Atl3","OK","negbinomial.size",0.00841582965627356,0.0393842091372624,"Atl3",178
"Gpha2","OK","negbinomial.size",0.00460079626394828,0.0239401546889149,"Gpha2",23
"Cdca5","OK","negbinomial.size",9.51258260887869e-19,3.93353088075993e-17,"Cdca5",66
"Kif20b","OK","negbinomial.size",8.07950677781513e-13,2.01380908066807e-11,"Kif20b",130
"Il33","OK","negbinomial.size",6.8916214468032e-07,8.4303714536452e-06,"Il33",27
"Tnks2","OK","negbinomial.size",0.0071297021779653,0.0346511768279377,"Tnks2",368
"Gldc","OK","negbinomial.size",1.14790055188025e-06,1.3619305512995e-05,"Gldc",17
"Pola2","OK","negbinomial.size",0.00253635453374205,0.0144875468204505,"Pola2",96
"Dmrt1","OK","negbinomial.size",6.64204711406335e-07,8.14086474271788e-06,"Dmrt1",20
"Eif1ad","OK","negbinomial.size",0.00941800515883182,0.0430498976253885,"Eif1ad",169
"Sf3b2","OK","negbinomial.size",0.000355494632721899,0.00260517042875572,"Sf3b2",401
"Aldh3b1","OK","negbinomial.size",1.10709667224368e-59,3.49067580758432e-57,"Aldh3b1",86
"Slc29a2","OK","negbinomial.size",0.00631415269489751,0.0313520054283651,"Slc29a2",46
"Papss2","OK","negbinomial.size",1.21793576138087e-13,3.26821400479481e-12,"Papss2",32
"Cpt1a","OK","negbinomial.size",4.99407921039822e-13,1.28018957320208e-11,"Cpt1a",156
"Ltbp3","OK","negbinomial.size",1.11603099527274e-06,1.32661478910272e-05,"Ltbp3",175
"Prdx5","OK","negbinomial.size",0.000273086358866708,0.00207105541673296,"Prdx5",325
"Bad","OK","negbinomial.size",0.000718902571473978,0.00486416267780569,"Bad",262
"Stip1","OK","negbinomial.size",6.45231982242707e-07,7.93144810920567e-06,"Stip1",325
"Smc3","OK","negbinomial.size",0.00382476594881481,0.0204658244151262,"Smc3",371
"Pdcd4","OK","negbinomial.size",1.81458675072137e-06,2.08050619091799e-05,"Pdcd4",421
"Tcf7l2","OK","negbinomial.size",0.00441410403083036,0.0231190531714421,"Tcf7l2",395
"Cep55","OK","negbinomial.size",6.36589638000678e-22,3.35927552906467e-20,"Cep55",75
"Eif3a","OK","negbinomial.size",0.00238347175597553,0.0137575953255668,"Eif3a",408
"Prdx3","OK","negbinomial.size",3.74030738805482e-21,1.87193479278363e-19,"Prdx3",351
"Hells","OK","negbinomial.size",0.000145637972792577,0.00118808933561447,"Hells",276
"Aldh18a1","OK","negbinomial.size",0.00220108848188136,0.0128281552372864,"Aldh18a1",111
"Ccnj","OK","negbinomial.size",2.53078175547774e-07,3.33175568894418e-06,"Ccnj",152
"Add3","OK","negbinomial.size",1.30640183606598e-08,2.02412038777201e-07,"Add3",249
"Maoa","OK","negbinomial.size",0.011216181895996,0.0495302822382007,"Maoa",172
"Nr0b1","OK","negbinomial.size",6.48414668747978e-19,2.7259352674165e-17,"Nr0b1",83
"Dclre1a","OK","negbinomial.size",0.00210090429895223,0.0123354771966413,"Dclre1a",110
"Ablim1","OK","negbinomial.size",9.39821307632178e-28,7.59809380247245e-26,"Ablim1",155
"Pnliprp2","OK","negbinomial.size",1.7897247233777e-118,2.05200074647632e-115,"Pnliprp2",37
"Slc18a2","OK","negbinomial.size",6.87266719046456e-20,3.129172512857e-18,"Slc18a2",137
"Alyref","OK","negbinomial.size",0.00101922039192327,0.00658524978634029,"Alyref",351
"Rab40b","OK","negbinomial.size",6.53417910923449e-05,0.000571095404890266,"Rab40b",10
"R3hcc1l","OK","negbinomial.size",1.16427463534451e-06,1.37651966195266e-05,"R3hcc1l",105
"Sema4g","OK","negbinomial.size",0.000222259336451544,0.00173269224796072,"Sema4g",109
"Sfxn3","OK","negbinomial.size",2.39624086615502e-11,5.20161614525767e-10,"Sfxn3",171
"Kazald1","OK","negbinomial.size",3.173686752548e-90,2.22369651795196e-87,"Kazald1",39
"Btrc","OK","negbinomial.size",0.004915111686148,0.0254159034791712,"Btrc",199
"Limd1","OK","negbinomial.size",0.00199783562353451,0.0117851744078659,"Limd1",237
"Fyco1","OK","negbinomial.size",0.000102248334437935,0.000860851798351958,"Fyco1",130
"Maged2","OK","negbinomial.size",3.89475634542551e-23,2.2846821873724e-21,"Maged2",402
"Sat1","OK","negbinomial.size",1.78193068223558e-35,2.22511977864903e-33,"Sat1",248
"Rabgef1","OK","negbinomial.size",0.000923430519170687,0.00602424833009356,"Rabgef1",157
"Cd63","OK","negbinomial.size",7.041498448322e-06,7.33945276282951e-05,"Cd63",409
"Prim1","OK","negbinomial.size",1.88634217651048e-07,2.52553583122613e-06,"Prim1",152
"Myo1a","OK","negbinomial.size",5.18501310415133e-05,0.000460516797672934,"Myo1a",24
"Paip1","OK","negbinomial.size",6.12427324685785e-06,6.4689559622589e-05,"Paip1",415
"Adam8","OK","negbinomial.size",5.36796673494681e-20,2.47988265425455e-18,"Adam8",67
"Tubgcp2","OK","negbinomial.size",0.00010116955475225,0.000852908037791025,"Tubgcp2",181
"Dpysl4","OK","negbinomial.size",0.00388224834485524,0.0206769071475145,"Dpysl4",43
"Ric8","OK","negbinomial.size",0.00956616548273152,0.0435868782760874,"Ric8",150
"Ifitm1","OK","negbinomial.size",1.26806200538251e-88,8.41726211151799e-86,"Ifitm1",287
"Ifitm3","OK","negbinomial.size",1.74469842186536e-05,0.000168743378041149,"Ifitm3",125
"Pidd1","OK","negbinomial.size",4.33646772459922e-06,4.65856311266144e-05,"Pidd1",37
"Asl","OK","negbinomial.size",0.000102354777273406,0.000861173082703268,"Asl",203
"Tm9sf2","OK","negbinomial.size",0.00369446190838912,0.0199242069871937,"Tm9sf2",292
"Farp1","OK","negbinomial.size",3.00950754025509e-05,0.000277861706425309,"Farp1",210
"Slc15a1","OK","negbinomial.size",1.71863942349428e-07,2.31575645396474e-06,"Slc15a1",15
"Dock9","OK","negbinomial.size",1.02902599414823e-11,2.33418630183407e-10,"Dock9",195
"Tk1","OK","negbinomial.size",3.07083785952418e-05,0.00028290290054287,"Tk1",129
"Cbx2","OK","negbinomial.size",0.00380896822778979,0.0204159401992711,"Cbx2",99
"Eif4a3","OK","negbinomial.size",0.00184106806538795,0.0109733225144957,"Eif4a3",341
"Pde8a","OK","negbinomial.size",4.4493923057315e-05,0.000400826683999183,"Pde8a",62
"Dach2","OK","negbinomial.size",0.00800763197743498,0.0379384877909128,"Dach2",34
"Klhl4","OK","negbinomial.size",6.66165511915661e-09,1.08689255320573e-07,"Klhl4",10
"Zfp202","OK","negbinomial.size",0.00958287346600466,0.0436472373251177,"Zfp202",25
"Copg2","OK","negbinomial.size",9.47645001484848e-13,2.35733703327947e-11,"Copg2",380
"Podxl","OK","negbinomial.size",1.83615362227108e-11,4.01344358476306e-10,"Podxl",280
"Bach1","OK","negbinomial.size",0.00742274546029557,0.0357584666712176,"Bach1",212
"Cct8","OK","negbinomial.size",0.0037572793479894,0.0202022727145525,"Cct8",398
"Phf6","OK","negbinomial.size",4.82306809837446e-06,5.14623814354472e-05,"Phf6",253
"Shisa5","OK","negbinomial.size",0.00993555222107503,0.0449129693950531,"Shisa5",172
"Pfkfb4","OK","negbinomial.size",0.00515751254132434,0.0264094795660506,"Pfkfb4",71
"Tmem47","OK","negbinomial.size",0.000244310571783809,0.00188225102708454,"Tmem47",213
"Rab40c","OK","negbinomial.size",0.00626294823147901,0.0311345301913336,"Rab40c",95
"Gng13","OK","negbinomial.size",1.56350981855333e-25,1.08346075997772e-23,"Gng13",155
"Hadha","OK","negbinomial.size",0.000121089436815006,0.00100011786320292,"Hadha",365
"Tyms","OK","negbinomial.size",1.11342178294334e-06,1.32476184212089e-05,"Tyms",282
"Plk4","OK","negbinomial.size",0.000126431571876023,0.00104151207348165,"Plk4",121
"Mfsd8","OK","negbinomial.size",0.000239408611876912,0.00184900270238311,"Mfsd8",39
"Crispld1","OK","negbinomial.size",2.82652024035374e-05,0.000262697665964196,"Crispld1",28
"Itih5","OK","negbinomial.size",2.44641168805049e-08,3.6731124059158e-07,"Itih5",40
"St8sia2","OK","negbinomial.size",3.78238060568175e-16,1.27891110452703e-14,"St8sia2",80
"Slco3a1","OK","negbinomial.size",2.40533152326995e-11,5.21237820815818e-10,"Slco3a1",49
"Nrp1","OK","negbinomial.size",1.66877762388439e-10,3.25295570207572e-09,"Nrp1",151
"Homer2","OK","negbinomial.size",0.00523426271408477,0.0267698788929591,"Homer2",37
"Nudt5","OK","negbinomial.size",0.00736451031837401,0.0355594196536497,"Nudt5",356
"Myo5b","OK","negbinomial.size",1.02910779509071e-16,3.66118688251986e-15,"Myo5b",145
"Casp12","OK","negbinomial.size",9.38702638010797e-10,1.68166444184548e-08,"Casp12",21
"Gria4","OK","negbinomial.size",1.45105243196479e-08,2.2345144410183e-07,"Gria4",35
"Rb1cc1","OK","negbinomial.size",0.00192477364648083,0.0114021818832392,"Rb1cc1",284
"Eya1","OK","negbinomial.size",4.73162676476163e-08,6.83565598593055e-07,"Eya1",19
"Idh1","OK","negbinomial.size",2.60970285465256e-19,1.13495077251304e-17,"Idh1",395
"Akr1cl","OK","negbinomial.size",5.43378621404074e-228,3.42654558657409e-224,"Akr1cl",208
"Creb1","OK","negbinomial.size",0.0093690703125061,0.0429058514093416,"Creb1",223
"Klf7","OK","negbinomial.size",0.00029763682814199,0.00222777191485268,"Klf7",189
"Adam23","OK","negbinomial.size",0.00227324072843588,0.0131877240418737,"Adam23",32
"Nrp2","OK","negbinomial.size",3.19270655065821e-05,0.000293273233917708,"Nrp2",28
"Hspd1","OK","negbinomial.size",0.000140206835909049,0.00114973251917095,"Hspd1",387
"Slc39a10","OK","negbinomial.size",0.000534972436209858,0.00375254302863111,"Slc39a10",282
"Slc40a1","OK","negbinomial.size",1.55445761372423e-17,5.97707909277135e-16,"Slc40a1",89
"Ikzf2","OK","negbinomial.size",3.51281367372146e-10,6.64221979804724e-09,"Ikzf2",55
"Acadl","OK","negbinomial.size",0.00116664354191911,0.00742366717996154,"Acadl",257
"Casp8","OK","negbinomial.size",0.000111530338720351,0.000927850021069302,"Casp8",93
"Cflar","OK","negbinomial.size",0.000341866390022524,0.00251846899004911,"Cflar",278
"Clk1","OK","negbinomial.size",4.04010539995571e-06,4.35502643625995e-05,"Clk1",419
"Nif3l1","OK","negbinomial.size",0.00861160326195306,0.0400921152970661,"Nif3l1",277
"Sgol2","OK","negbinomial.size",1.80585295124729e-08,2.74733623897838e-07,"Sgol2",74
"Tex30","OK","negbinomial.size",0.000550482072605398,0.00384849218386878,"Tex30",204
"Gls","OK","negbinomial.size",6.37053985713737e-19,2.68713206281661e-17,"Gls",346
"Stat1","OK","negbinomial.size",0.0098911076333565,0.0447601899791504,"Stat1",87
"Mgat4a","OK","negbinomial.size",0.00010801092006176,0.000902141538952927,"Mgat4a",47
"Inpp4a","OK","negbinomial.size",0.00789806732355348,0.0375463343703945,"Inpp4a",175
"Plekhb2","OK","negbinomial.size",0.00507893194020512,0.0260706103499662,"Plekhb2",67
"Imp4","OK","negbinomial.size",0.00194501069845099,0.011495023569768,"Imp4",252
"Dst","OK","negbinomial.size",6.37923241715223e-21,3.11840617229163e-19,"Dst",286
"Prim2","OK","negbinomial.size",2.30902708649855e-05,0.000218301721251272,"Prim2",203
"Rhbdd1","OK","negbinomial.size",0.00476148904887413,0.0246979618368113,"Rhbdd1",33
"Sphkap","OK","negbinomial.size",2.15298121071564e-15,6.85691894685496e-14,"Sphkap",43
"Cyp27a1","OK","negbinomial.size",0.00114826496830019,0.00731779574542798,"Cyp27a1",10
"Rqcd1","OK","negbinomial.size",5.48170354355952e-06,5.81946507503137e-05,"Rqcd1",334
"Igfbp5","OK","negbinomial.size",3.64711350723934e-05,0.000333314460531178,"Igfbp5",373
"Xrcc5","OK","negbinomial.size",0.00377851804812141,0.0202872156759929,"Xrcc5",184
"Fn1","OK","negbinomial.size",1.50947463447232e-46,2.97460845155702e-44,"Fn1",174
"Psmd1","OK","negbinomial.size",0.000108292558588952,0.000903895267322214,"Psmd1",348
