	Top	p.value	FDR	logFC.2	logFC.3	logFC.4	logFC.5
Clpb	306	5.76465668064084e-19	3.84035937915072e-17	-4.40768135508402	-3.97282319346687	-2.26982880790341	-1.01459006211576
ENSMUSG00000081111	306	8.61875727197213e-13	2.57512442461449e-11	-2.31008065480447	-2.09215815736244	-1.64052743537125	-1.80987790084007
Hnrnpm	307	1.6956135716382e-05	0.000135324756960642	-0.322148500110917	-0.227228258453196	-0.302747899182613	-0.969429508009279
Rpl18a	308	2.80361133182652e-10	5.60321750460758e-09	-0.496082400867025	-0.35656143704903	-0.565397178019564	0.138274263976527
Bcas3	308	1.70077098864987e-05	0.000135645326703755	1.72569185153657	2.30930855977719	0.829159736867416	2.47695369573284
Pus7	309	7.63044785471508e-19	4.99930967847626e-17	-4.40642920991654	-3.4558724358707	-3.12345776777946	0.573242310868302
ENSMUSG00000091955	309	3.16359221665946e-15	1.33640699269648e-13	1.61861591524091	1.95197381326699	1.85873110949909	-0.457746023832554
Adipor1	310	2.84696631966609e-14	1.0465131372584e-12	1.76865066922122	1.77285865896257	2.02523867503417	0.532366917995267
Snrnp40	310	4.0511899162252e-14	1.46205538357487e-12	-3.20764658010934	-3.61969899218075	-3.12436024343237	-2.19131580623829
Sssca1	310	7.52415067253265e-12	1.90166711418538e-10	-2.80532849946812	-2.52178708357912	-1.30755818853332	-2.52416572734561
ENSMUSG00000079067	311	8.02041836806406e-19	5.22385249116522e-17	-2.1799238133558	-1.87967187472717	-0.967901496788947	-1.97052501446832
ENSMUSG00000099997	311	1.0913396780723e-16	5.60590314548458e-15	-1.74042503207185	-0.84829468877983	0.0773122939557683	-1.78860008763515
Parp3	311	7.43518013089494e-09	1.14158094934199e-07	2.3008979978924	3.12491982086629	3.15538803200442	1.90730527586733
Armc7	312	1.79955574843248e-05	0.000142996439575575	0.746680600601657	0.220184796415047	0.748799816217556	1.27082670251971
Spout1	313	1.09811071664769e-18	7.09683890598697e-17	-4.2362891530858	-2.08119273194992	-1.359671395159	-1.16124400278149
Ptges3	313	4.88216396630225e-14	1.74868231341214e-12	-1.4225887403893	-1.62291990180258	-1.13969714915323	-1.14327657825422
ENSMUSG00000059658	314	1.59619016764444e-14	6.11307419598834e-13	-1.82766358281754	-1.78920795417938	-1.67713618142608	-0.46006202310782
Atp5j2	314	1.57445652803806e-08	2.28883249427439e-07	-0.517149732408701	-0.601978543509741	-0.721810377201126	-0.310274556865621
ENSMUSG00000083854	314	4.7908966548128e-08	6.37615529610593e-07	-1.78977955269668	-1.83390286193321	-1.34507331688632	-1.50799081930265
Hbb-b1	315	1.1829821248433e-18	7.60401726355358e-17	-3.60510637268772	-2.99905776316876	-2.63099795233721	-0.0385735288882197
Sun2	315	9.36253731722247e-08	1.1793920816499e-06	-2.46910334420913	-0.850689568818158	-0.54933879667228	-2.9012039625408
Hnrnpf	316	5.27742943560971e-14	1.8817556861635e-12	-1.03192255812038	-1.32301207603581	-0.603271016180983	-0.456213644652307
Map1lc3a	316	2.63451517108769e-09	4.41555139633394e-08	2.24021674766127	2.11518350966237	2.14876081015056	0.550846352495487
Nudt21	316	7.65340182555667e-08	9.79660148639475e-07	-1.38175431982549	-1.28013086125289	-0.982892046185888	-1.33037570419743
Exosc2	317	2.90233782114067e-16	1.41158078527993e-14	-3.95733550259512	-4.28011402824216	-2.77242603809316	-1.99916801373543
Wdr89	317	1.66057880506677e-08	2.40228380297463e-07	-0.872448637283389	-1.22871012967384	-0.941535685029548	-0.330965003909968
ENSMUSG00000086688	318	7.02272122761987e-16	3.25577736757278e-14	-1.39324543137569	-1.43858758342276	-1.16464577297288	-0.537241779577602
Calr	318	6.31136390846281e-15	2.56148750571623e-13	-1.4656198661577	-1.36744742773649	-1.11710406162807	-0.0780107279582222
Clp1	318	2.22409337265704e-05	0.000174055981184279	-2.13193857900688	-2.02406331648647	-1.27706771787227	-2.94576172513537
Mdh2	319	6.63924481171557e-14	2.33581596681999e-12	-0.735430763330297	-0.948661208938955	-0.779946600771915	-0.327178053845714
Aimp2	320	1.44183821091591e-18	9.12136216760503e-17	-3.95520579531668	-2.9643070074964	-2.4595014782259	-0.989123328719196
Efl1	320	2.30660157295766e-05	0.000180216508573101	-1.73207918731166	-1.34720133064403	-1.27324161666812	-3.63344065096001
ENSMUSG00000105641	321	1.0112070919064e-08	1.51827893098547e-07	-0.962701880345146	-0.713468317127257	-0.624496446952446	-1.34265160823017
Syngr2	321	1.83733030616442e-08	2.63553839997035e-07	-1.70176999362283	-1.76023785836639	-2.34658152759831	0.592749570402078
ENSMUSG00000055795	322	1.52037853814258e-18	9.59128986011804e-17	-1.93363931527747	-1.69889169271245	-1.57105187255134	-1.16484017930926
Sgo2a	322	5.32622168646197e-10	1.01176941189397e-08	-3.19268841693552	-1.82866192571194	-0.275878142959316	-4.59027875871756
ENSMUSG00000067870	323	1.85189895214065e-08	2.65323570956392e-07	-0.347875347507313	-0.324533398583461	-0.512004921990078	0.0253631911802623
Dynlt1a	323	2.44845369668648e-05	0.000189741199961859	-0.84033175291322	-1.02022627773816	-0.231291275331833	-1.93630017090088
Rrp9	324	1.71327597394082e-18	1.07511457752598e-16	-4.3563097547222	-3.21796612397531	-1.72449291379329	-0.278636613974378
ENSMUSG00000066629	324	1.06820785594187e-08	1.59680625002297e-07	-0.585335916160529	-0.536101349813195	-0.690540549260745	0.44197321551927
Vps16	324	2.75097444602622e-06	2.61079111132648e-05	-2.64799737582697	-2.43942649441102	-1.16722152970712	-2.85929283430934
Rbpms2	325	2.81505749066726e-15	1.19982996954372e-13	-3.79585930744294	-2.96343903261786	-3.35259338198357	0.521722091059603
ENSMUSG00000091639	325	6.04301004946757e-14	2.1450881792013e-12	-1.73149636255377	-1.60817900389086	-0.546864354368148	-1.82869928656668
ENSMUSG00000093651	325	9.75324662899261e-14	3.36663954393805e-12	-2.62060418412434	-2.78928122546941	-1.94832871320329	-0.822568788833716
Rif1	326	1.05407178229963e-13	3.6331868403525e-12	-2.55614595650787	-3.52610555894932	-2.46659624261377	-0.350843860068072
Glrx5	326	6.87196695024517e-13	2.10613389146496e-11	-2.76519084356562	-1.97814885063123	-2.22907833805381	-0.347777200733413
Clns1a	327	5.52687718726974e-09	8.68201586161402e-08	-2.07020832790954	-1.72807595197376	-2.22197874897519	-0.36449225275661
Man1a2	327	1.97417277773236e-05	0.000155799361595397	-2.12315438778395	-1.22636128480531	-1.31430588052012	-2.44022222917305
Eif2d	328	1.11190244539037e-08	1.65899472137511e-07	-2.4833592796763	-2.40025085195098	-2.76992685916268	-1.061068222306
Baz1a	328	2.72907730473247e-05	0.00020949661946038	-0.959381035580587	-1.45968231872976	-0.678186014037563	-1.72419095892774
Tmsb10	329	1.84236566773048e-17	1.041861711554e-15	1.6377341287382	2.10924968915206	1.4882768608126	-0.394868722756201
ENSMUSG00000102915	329	3.75760011389283e-13	1.19315091466907e-11	-1.66146912373579	-1.04842853611317	-1.00297464950318	-1.66601166885385
Trip13	330	3.66127332769394e-16	1.73804518068952e-14	-5.57454003456303	-5.18490203638512	-3.83926108753962	-3.97560415745309
Magt1	330	1.14297589054828e-12	3.364281634271e-11	-3.19921102188009	-2.08191439797411	-1.1799643635145	-2.34971380198621
Bnip3l-ps	330	1.97117899268049e-08	2.8072185618515e-07	-0.940397825152504	-0.842256705345782	-1.8948747198497	0.612678077823041
Ppan	331	2.4207158419716e-18	1.4876456038659e-16	-4.26822766822005	-2.32584858593393	-3.21059333386792	0.0298850848732101
Dnajc3	331	7.78645292394417e-16	3.58191895338809e-14	-3.87728318766762	-4.13080933513066	-2.89382958430994	-1.5882877555404
Apex1	331	4.67407157745792e-11	1.06682768067833e-09	-2.59573978725576	-2.43003641807823	-2.42502928472238	0.175427704049344
Miip	332	9.58445078630365e-16	4.34184748667924e-14	-4.06001817952437	0.152581238154404	0.38858943068903	-4.05104558245745
S100a4	332	4.12937775762855e-10	7.95858923903401e-09	2.33411241893245	2.15708337763138	2.98135443625	0.742299615058475
Ttk	333	2.61785117732018e-18	1.60052325321866e-16	-4.88516317660526	-3.41530579542813	-0.89323912755549	-5.16080992505305
Fen1	333	1.6308999895335e-13	5.50180063135818e-12	-2.1744593351293	-3.61651501653269	-1.70539285076424	-2.79449356214839
Atp5o	333	3.53001467132545e-13	1.12841853398029e-11	-1.23748707384794	-1.43725135493466	-1.17833243055338	-0.676126726084729
Bola2	334	1.69960965457034e-13	5.69321357952766e-12	-2.11724328646299	-2.19334655545057	-1.90897900967928	-0.885464338841661
ENSMUSG00000107369	334	2.97205369037708e-13	9.64315865187424e-12	2.58051367963612	2.52299508385002	2.22703544665139	1.03595902920162
Med24	334	3.15472611316798e-05	0.000239326478945691	-1.46675498141227	-1.25545919420703	-0.556824071961939	-3.15579139026893
ENSMUSG00000082280	335	2.8831352442502e-18	1.74477367720108e-16	-1.6923335924706	-1.33977035860742	-1.45050028237232	-0.95705076329745
Dnajc15	335	1.59039565500626e-11	3.84003856477298e-10	-2.91404278372242	-2.96832546423773	-2.95449721451522	-1.40252168509697
Slc30a5	335	3.99973488898825e-06	3.65586836528852e-05	-2.21167085831441	-1.08545464648294	-1.29111819212011	-2.28786371730621
Serpina3g	336	1.74496114610928e-14	6.62945861628068e-13	4.31433254903341	4.06353459775256	3.98946095874417	0.236640372925021
Etfa	336	1.00257947526789e-05	8.42854282795907e-05	-1.53613139824642	-1.64911887307331	-1.58720664235979	-1.56508036826983
Rhog	337	3.24383258454872e-18	1.95311570527398e-16	1.53957842815731	1.14141244404019	1.62039427141675	0.245303468473076
Lst1	337	1.63773746115387e-14	6.25205618597471e-13	4.34185156279863	4.13465666005362	3.74092782321899	1.08646959059671
Ethe1	337	2.07723645959116e-13	6.89984842436543e-12	-2.98323255429024	-3.92473670552697	-3.59750763940353	-2.01090519574196
Pih1d1	337	1.34227371706475e-07	1.65749199444189e-06	-2.10968779421842	-1.10800472224572	-0.431814900933567	-2.21896855497907
Cep295	338	3.2549936002601e-18	1.95488668674207e-16	-4.09566102636614	-3.81226443501845	-1.13494202390001	-2.90277966041532
Nans	338	2.14377637765133e-13	7.09115905280692e-12	-3.16051427062756	-3.72025535853479	-1.75149198821538	-2.47423439076701
Sf3b3	338	7.58978276976404e-09	1.16231682944815e-07	-2.40190228584032	-2.61650533717093	-2.64068091534638	-0.00699975732207401
Eri3	338	8.70700798876898e-06	7.41084324569801e-05	-2.08734271307566	-1.67693712040855	-1.573212875343	-2.24044431620224
Trap1	339	2.51449940309024e-16	1.23558552280362e-14	-3.77766498250397	-3.22358053501576	-3.09224680639502	-1.3365588384357
Ska3	339	2.44011919784208e-15	1.05515190695051e-13	-5.00533004997942	-4.73540849611702	-2.43948045371443	-5.43735665272341
Tdp2	339	2.28313428012465e-13	7.50958198362268e-12	-2.97557288123783	-4.03984840422356	-1.71165514053163	-2.34989408814395
Eif2s2	340	8.91053798278571e-17	4.647353615013e-15	-1.93301650064256	-1.42536089612837	-1.12860952689282	-1.42822337232822
ENSMUSG00000081051	340	2.52891709703006e-08	3.53795501874506e-07	-0.411893895656571	-0.292762577247522	-0.486837522328712	0.169251343151031
Taldo1	341	1.47624744408424e-15	6.55029719452528e-14	1.34678465314177	1.16509319520666	1.17249132257092	0.556026480342785
Ccnd2	341	2.86082364578727e-07	3.33360944477014e-06	0.730696380905293	0.934963594008585	0.792529531406677	1.43300755351064
Rps24	342	2.68339604488442e-08	3.74086800325241e-07	-0.208408660111906	-0.266249220835296	-0.490853026418362	0.187680113219125
Dad1	343	2.34988924796547e-12	6.51368484666233e-11	-2.57495747596117	-2.60799964389123	-2.56262430590892	-1.43525649634769
Suz12	343	4.89438235752206e-06	4.41087895448833e-05	-2.04935745610933	-2.18719606384532	-1.28627027173101	-2.21499562841432
Sfpq	344	9.43118598257413e-07	9.87244261547361e-06	-1.79681537889862	-1.56790205281721	-1.95308992563195	-1.87954794108227
Oxa1l	345	2.70734673571326e-13	8.83248661391886e-12	-3.92986635355574	-3.94093551299232	-3.81376065403746	-2.36533573029481
Pym1	345	4.24768441685931e-05	0.000312570168583431	-1.16725187528812	-0.923155999727684	-0.723706251389302	-1.91681526576317
ENSMUSG00000069972	346	2.2434573653967e-09	3.8080556521597e-08	-0.539087335886994	-0.48940975280635	-0.61808451438715	0.0685571835508791
ENSMUSG00000062365	346	4.40678338002367e-05	0.000323277387807227	-0.365525323731802	-0.211114518257819	-0.493933058933614	0.344562965340984
Derl2	347	4.44983912116475e-05	0.000325933242435051	-1.52646287653633	-2.05566610057529	-0.27426607979273	-2.68386895246068
Vamp5	348	2.9155893515138e-08	4.01979487229292e-07	-1.5673319968111	-1.93971696348553	-2.0458243196741	-0.297387614116357
ENSMUSG00000106551	349	4.54066063044626e-05	0.000332074205946813	0.172411897748414	0.0369381469544419	0.310801958693091	0.476374547941005
Sod2	350	1.1892908682334e-10	2.51198088092317e-09	-2.82364540066678	-2.40828578128789	-2.54852071953903	0.364953816220255
Eef1akmt1	351	1.75822400737695e-16	8.72982078652314e-15	-4.81269741639428	-4.7275164867918	-4.82396840727347	-0.369895263588037
ENSMUSG00000101111	351	4.63499360596209e-05	0.000337933945219486	-0.0275759848715378	0.195697729816836	-0.0079360662940806	0.807558545036538
Pfdn6	352	3.78726001554696e-12	1.01891860802888e-10	-2.6911374104288	-2.72638439967627	-2.3250815657036	-2.38186821490569
ENSMUSG00000081684	352	1.51000504959785e-08	2.19648012810921e-07	-0.983668969295764	-0.835574840346796	-1.15701137456082	0.16116950261281
Aatf	354	1.19840050467774e-17	6.88443459003641e-16	-4.20766648831435	-3.12491513135659	-3.18255085244589	-2.06677330759916
Tcf19	354	4.5068721957578e-13	1.42157747256907e-11	-1.04663914993363	-6.28262840598018	-1.08362454622242	-2.25033739654799
ENSMUSG00000097971	354	3.24175111827395e-08	4.430952117581e-07	-0.44201999021184	-0.82720053564058	-1.10071254866902	0.0468488477345501
Ncapg	355	1.20872812376576e-17	6.92703155843882e-16	-4.15741314370256	-4.21207719855691	-0.618694423158181	-4.58370048173638
C1qbp	355	1.20835307478724e-13	4.10546588252355e-12	-2.37521009466443	-2.33166602257976	-1.95177685220775	0.182603360315332
Nt5dc2	356	2.28606036082194e-13	7.50958198362268e-12	-3.84303051290927	-4.54694180732742	-1.88252930940809	-3.73770043828104
Csf1	356	2.49649923712944e-08	3.49465811398761e-07	1.96032809632799	1.86614940775657	1.98067582083631	-1.21261195818213
Asnsd1	356	4.91924637265689e-05	0.000356690355124691	-1.13742554668893	-1.38161728815017	-0.558332198756674	-1.58971013851749
ENSMUSG00000081559	357	8.3956624672152e-10	1.53595415736753e-08	-0.857660048479732	-0.710907738659394	-0.814538815425122	-0.0378267496626126
Med20	357	5.04145828823765e-05	0.000364218683280383	-1.24067251278947	-0.754737505937585	0.398799968899293	-2.32672789973406
Traip	359	2.05435142590873e-15	8.98136764014474e-14	-4.76636939311816	-4.37178178132368	-1.62937942011108	-4.7596380347956
Mrps22	359	5.11674618660874e-13	1.59910084830638e-11	-3.23868505553895	-3.92598668172907	-2.63443820539329	-2.09993078263154
Vim	359	6.20951535855804e-12	1.59310575806457e-10	4.06080191554013	3.87177650027505	3.96961152313451	-0.176747882978983
Mlkl	360	5.40436889229978e-13	1.68235740007285e-11	-2.76908996106132	-3.77270529570541	-2.15914332474545	-2.4471945799939
Rpl32	361	1.86762289735815e-08	2.6725436442761e-07	-0.427701973249331	-0.329023204704136	-0.473241343886111	0.329038546951367
Plekha2	361	5.21463241658752e-05	0.000375816978071821	-0.171466898677691	0.0643308856605421	-1.09823482497071	-1.95323964864266
ENSMUSG00000087235	362	7.45544822704538e-14	2.61138328694876e-12	0.839738385082213	0.890231722402894	1.11538926653607	0.0507305204183112
Gnai3	362	5.27765923478199e-05	0.000379898818343887	-1.01151012189458	0.0620553859320294	-0.374198130096135	-1.85658163738206
ENSMUSG00000107771	363	1.95524240705105e-17	1.10193199447619e-15	-1.90992020800151	-0.434156681261394	-0.121039990092644	-1.7453658266745
Imp4	363	2.22803833623501e-13	7.35964385426075e-12	-3.18099206724079	-2.43212505013223	-2.93429359046533	-1.79384520484574
ENSMUSG00000105879	363	2.70202596796775e-07	3.16251395650477e-06	-0.224326551652172	-0.192454405013473	-0.498362187992975	0.396924499583788
Spp1	364	2.2008743396502e-17	1.23743249219623e-15	-5.22784618932771	-2.34819327568514	-2.6159131970657	-0.961456996543571
Cenps	364	6.98935018458447e-13	2.13386027522429e-11	-2.68882646210995	-4.44607911052531	-1.74158534739255	-3.6495509897956
Sf1	364	7.10575085081244e-07	7.64342254567491e-06	-1.28482746663154	-1.61173925877969	-1.19964640823249	-1.62597125354577
ENSMUSG00000107596	365	6.99908360083417e-13	2.13409237536717e-11	-1.9482794096017	-2.20602868041093	-1.4065507504494	-0.937423413870076
Mrpl51	365	3.56955191972296e-12	9.65817651217191e-11	-2.23254927042334	-1.89021389711996	-0.841465558258623	-1.80289116394734
ENSMUSG00000098761	366	2.64911427055826e-17	1.4686220209018e-15	-1.81046913614396	-1.29501080318969	-1.06896937368791	-1.37957953897061
Cfp	366	4.11398823057177e-08	5.51849870770944e-07	3.22322745898693	3.18258602210938	3.65358794613564	2.83549404625311
Nup210	367	2.54511487341293e-17	1.4175753403836e-15	-4.31079358908628	-3.52202790923603	-3.49592434371972	-1.907107161848
Rps25	367	2.01888702990648e-08	2.86829093382711e-07	-0.509780073934561	-0.498657867439925	-0.638775092930263	0.252420675608534
Ankrd11	367	5.86753149023982e-05	0.000419187447979494	-1.34458846614807	-1.30843066573067	-0.498834029201625	-2.17320476960103
Lsm6	368	7.66833248581479e-13	2.32326052879151e-11	-2.33731995919048	-2.36785575847353	-1.22696601168038	-2.13177308784404
Nup50	368	3.16422986447201e-12	8.64998607663653e-11	-3.27502634820196	-3.50265462157103	-2.72177203207413	-2.57337181291472
St8sia4	369	4.12791188209441e-15	1.72235312792721e-13	5.21981998080531	4.31036227708716	4.39484349206381	0.42922126465512
Cars	370	2.86785164138131e-17	1.58618873458074e-15	-5.01904240173798	-3.99743782679416	-1.49314347352498	-2.69142785385314
Rbl1	370	7.83506579461916e-13	2.36774294527862e-11	-3.34563420343284	-4.87824430342552	-1.52460265910017	-4.57119756301121
Ppp1ccb	370	1.10820930341325e-05	9.22848104449485e-05	-1.20680351489169	-1.45724456796753	-0.698721172151305	-1.6395227187324
Troap	371	3.0391593117482e-17	1.67703772416027e-15	-4.75883030550305	-2.58596659789744	-0.61103166174635	-5.53855646747997
Hdgf	371	1.69849099296425e-15	7.52238571427724e-14	-2.08682505595712	-1.75299277537425	-1.71550676225018	-1.59598115260616
Atad5	371	8.03880638180161e-13	2.41702821970149e-11	-3.18478112825509	-5.13538951848954	-1.82715646095801	-2.96675252453064
Cacybp	372	1.43872803654082e-08	2.09536245517761e-07	-1.69354236921243	-1.51096520273778	-1.962121357706	-0.592105839838454
Farsb	373	3.39661690758778e-17	1.86562909730162e-15	-4.39094393010583	-3.44457528347964	-3.56953261760517	-1.72978274909352
Stoml2	373	3.19380799659795e-12	8.72081924030874e-11	-3.01013968002225	-2.91983032445235	-2.67829112280094	-1.28854147383078
Ercc5	373	6.45074233082937e-05	0.000456465352139586	0.909552433243837	0.750514067681662	0.618702419824362	1.60225518843366
Exosc7	374	3.0322680220848e-15	1.28549786754443e-13	-3.68033741312961	-3.64549809144009	-2.52269959116334	-0.934661139724441
Bub3	374	2.45300561441126e-14	9.11559883242859e-13	-2.25027013998691	-1.08495764579008	-0.362410703523395	-2.07014947102196
Gstm1	375	2.6012065536678e-16	1.27555660754394e-14	4.16597722821378	4.0559850995861	3.53593486977622	1.2935164265427
Rps11	375	1.2610691038988e-12	3.68452168280407e-11	-0.507677617469368	-0.51006707420288	-0.535232312345042	0.321810819408113
Mapre1	375	6.52066038399954e-05	0.00046100138499602	-0.875185858417352	-0.622518050846367	-0.0706916350376381	-1.46860484308916
ENSMUSG00000091831	376	5.83066714208264e-08	7.63605488106561e-07	-0.636539155296163	-1.03539808841722	-1.02455217338428	-0.392943364785951
ENSMUSG00000102827	376	6.54705834226776e-05	0.000462329027362459	-1.5294085677094	-1.72234126793954	-0.719606952979218	-1.6985570965695
Cst7	377	3.58739314001735e-17	1.95237920020669e-15	-4.76785838777974	-4.93118726074053	-2.79258597279824	-1.48710677527884
Cks1brt	377	4.52779654956555e-11	1.03542870517613e-09	-1.51281795849745	-0.878306783083573	-0.665963174233387	-1.63229702861263
Prdx6	377	7.0043329677533e-10	1.3034745772463e-08	-1.20667864425646	-1.08780684104403	-1.18006642553201	0.527414781144371
Slc16a1	378	3.6423685262599e-17	1.97777284611961e-15	-4.84381602918371	-3.43279211247696	-2.76721555765727	-1.29953819706685
Vbp1	378	1.4015199656124e-08	2.0487000210301e-07	-2.1385016183005	-1.26416664566305	-0.653957221470302	-2.12181173684112
Acin1	378	5.8501287651329e-08	7.65732594502784e-07	-2.23357970177535	-2.07878612617021	-2.54375224870234	0.457358580900227
Hemgn	379	3.96852931156054e-17	2.14996657441559e-15	-4.49439707512417	-4.34359122256902	-2.06800695157089	0.398564456434521
Yme1l1	379	6.32811049804648e-06	5.55766070808861e-05	-1.60085636978355	-1.24137041583061	-1.0139157776218	-2.13133262163268
ENSMUSG00000057244	380	2.96894985653281e-08	4.08625777997221e-07	-1.07484543276911	-0.806873331867563	-1.30179756475875	0.111733326410013
Cyp11a1	380	2.44553956643324e-06	2.35570139767038e-05	1.57820733255411	1.72306661175259	1.83854610015279	1.66083758478728
Grk6	381	4.59785555043689e-17	2.47399996733124e-15	-3.84550488591017	-3.42961722659851	-1.92925269816427	-1.8262074155586
Mybl2	381	1.19800013319849e-13	4.07611404404287e-12	-4.43579601077093	-4.9383070846729	-2.73273152391317	-1.53840107834203
ENSMUSG00000024205	381	8.65329651559904e-12	2.16405206130906e-10	-1.02490280294787	-0.790652293780811	-0.93185644638358	0.159282551186413
Utp3	381	4.77030716445461e-05	0.000346948670618422	-1.69891730732706	-1.19333324814294	-0.0520619499446757	-1.87575354055952
Greb1	382	4.87955113538122e-17	2.61374695163899e-15	-5.45578593951053	-4.52394274799803	-3.91123250926151	0.0742578070027445
Rps10	382	6.27728182129499e-08	8.17593612025514e-07	-0.287694320225056	-0.355860535885653	-0.507802463642754	0.423385772735019
Fnbp1l	382	7.06380177572963e-05	0.000494986439694101	-1.12476149828659	-1.11177206230234	-0.773691114053751	-2.00720543595289
Alg8	383	5.00170351279685e-17	2.67315763246849e-15	-4.7341104181391	-4.10206571921997	-3.36131564586118	-4.12537288766744
ENSMUSG00000042962	383	1.28666698828566e-10	2.70086504699011e-09	-1.28664817760453	-1.45263912663359	-1.1741887675161	-0.859033668780826
Nek2	384	5.57651047937059e-17	2.96702793581366e-15	-5.15454477129972	-2.41704492632708	-0.555908169977192	-4.10634069067206
Npepl1	384	1.35670914775402e-12	3.93495288549194e-11	-3.22879376373265	-3.69152436404409	-2.87104636672818	-2.53887047441049
Med4	385	5.85860247233223e-17	3.11015943302405e-15	-4.00378383414691	-4.4136121760083	-2.915534399904	-1.49997692733837
Nup93	385	1.40260017471626e-12	4.04830581981516e-11	-3.54988107064339	-4.5007540801579	-2.16733370778645	-1.26298898699413
ENSMUSG00000066362	385	7.46346690539857e-09	1.14444637918178e-07	-0.871615730205036	-0.818028074907997	-0.982987132624173	-0.224329015582535
Cnih4	385	1.13094601716387e-05	9.39479187083771e-05	-1.57879579574853	-1.58281023820849	0.212115322084191	-1.59502359327487
Lyst	386	3.69082864032922e-14	1.34630333670168e-12	3.99210696771449	4.32160141884227	3.93658082569779	1.32299073162875
ENSMUSG00000064317	386	2.55051081621883e-13	8.34371371968808e-12	-2.0639555090469	-2.16386543562508	-1.63950179834553	-0.244570000476035
Ankrd44	386	7.56816651261197e-05	0.000527222332072204	0.787563320652102	0.585714916495543	1.28831376810614	-2.52963447620976
St6galnac4	387	7.84474848615074e-17	4.12769144349829e-15	-4.23795782270545	-1.91302526318242	-1.38068788294651	-0.399571727065677
Atp5mpl	387	1.54229544453181e-13	5.21769737657183e-12	-0.94150804777061	-1.08973987929028	-0.871905068290984	-0.313204185339152
Rpl12	387	2.25899978174875e-10	4.60770084128049e-09	-1.4739455292098	-0.91431844655963	-1.39500933551676	0.190611391209544
Crebl2	387	7.68581394445608e-05	0.000534478693102336	0.14771138567064	0.844129085784604	0.810242242124999	0.991957505805834
Cd200r4	388	4.34139863896465e-14	1.5620496797352e-12	5.41541863430722	4.8122763999059	5.11364507621514	0.013597262920622
ENSMUSG00000083812	388	7.70766092704701e-05	0.000535841273978249	0.0739669913786151	0.299019374257028	-0.190978975940005	0.548622236782223
ENSMUSG00000083911	389	1.48202361465485e-12	4.26202752446629e-11	-0.582059561617121	-0.648128645377264	-0.671981497776706	0.0961024804679656
ENSMUSG00000083019	389	7.80213494880084e-05	0.000541301562098397	-0.373072753551974	-0.213091601824375	-0.56199371452838	-0.96275618932799
Mlh1	391	9.65467986400923e-09	1.45974094854248e-07	-3.24199109996521	-2.09425018442745	-3.27833688774157	-3.91200370389574
Hk3	391	5.39210649610359e-08	7.12051464724218e-07	2.94016117821473	3.87205804779874	4.16731614667083	-0.301978202742608
ENSMUSG00000094392	392	1.59746651272209e-12	4.5719068678784e-11	1.58455822224	2.01696591400974	1.46028068687274	-0.814263556865301
Pira6	392	9.05486093439505e-11	1.94360792060214e-09	1.75021440275631	1.75143393472463	1.72183583974354	-0.169036849861888
Icam2	392	5.6694788537651e-08	7.46193777416133e-07	-2.34550305767633	-1.79030843422526	-0.566409568702169	-2.41387908286595
AI506816	393	9.50808920096647e-17	4.91588881449099e-15	-3.25519552252818	-3.62933622432886	-2.51472108851183	-1.32649954263062
H2-Q4	393	8.21789879298583e-05	0.000568157811027854	-0.107634479443673	0.872665406845067	0.194174110239508	-1.2934131819767
Ptp4a2	394	9.74202972530613e-17	5.025915248524e-15	1.15878225350231	1.33279473300588	1.01691649400232	0.0879407854222106
Egfl7	394	2.1020464233733e-13	6.96280920432967e-12	4.54147802541881	3.85007596876661	4.46992347617466	-1.51315000358118
Rtn3	394	4.81012947267567e-05	0.000349629665152482	-0.869421029795233	-1.3838181998021	-0.920495399555963	-1.57615734442034
Nr5a2	395	5.78904827012931e-16	2.70492996087398e-14	3.1884223679453	2.74403017836745	2.31123246615688	0.884723373849563
1700025G04Rik	395	8.32651884571699e-05	0.000574127941652659	-0.509600450542219	-1.3789707183083	-1.79386240715464	-2.79347426012933
Ndufb7	396	9.2945558340649e-10	1.688712157384e-08	-1.22202188547845	-1.05798265074079	-1.27908617280575	-0.797711387194358
Cdkn2aipnl	396	5.84733040773848e-07	6.39388777412617e-06	-2.07148344298328	-2.01799534907332	-1.54312278429095	-2.08825733106363
Rnps1	397	7.96763961649017e-10	1.46214793980699e-08	-1.96408209262392	-2.20579739378168	-1.43693978045357	-1.62752514045894
Uqcrc1	397	3.00921884875203e-08	4.13928582301154e-07	-1.33459578523494	-1.34174773301914	-1.33161651484049	-0.927859993114888
Fdft1	398	2.21360689426561e-12	6.17188895267515e-11	-3.42724326875728	-4.10890893770579	-2.27451630091021	-1.99024210154313
F2r	398	2.79552548555008e-10	5.59175631815285e-09	-2.56742580361664	-2.11396378240024	-2.55101578969039	1.42453452297492
Mrps28	399	2.2285194052885e-12	6.20619168805346e-11	-2.82820610603184	-2.90877276103548	-2.64520160988358	-0.0788114728654641
Rnf125	399	1.31379271116651e-08	1.92995256637883e-07	-2.98356636365402	-2.11264427652167	-2.86132140447175	0.0660334793995571
Sarnp	399	1.98136003180274e-08	2.8183424423663e-07	-1.41085052754987	-1.48205388031411	-1.30254423873738	-1.30079689520879
Tars	400	1.14795344594745e-16	5.85875038733221e-15	-4.1887906256628	-3.03174477943022	-1.86432979836106	-3.0163153642184
