	Top	p.value	FDR	logFC.2	logFC.3	logFC.4	logFC.5
ENSMUSG00000082279	70	1.55339072264756e-25	2.08724811054954e-23	-3.53923746076395	-4.52899337797912	-1.89871117920489	-3.43085675584327
ENSMUSG00000057605	70	1.1243840647532e-13	3.83661782095056e-12	-0.42468322090462	-0.482950410749439	-0.711603705655177	0.259346727451668
Lsm8	70	2.03569749001677e-11	4.86094311295871e-10	-2.527954162721	-2.72237806485382	-1.58514510448756	-3.51072592652728
Plk1	71	1.11733837401322e-32	3.01973392604049e-30	-6.49719647087962	-3.9294944347509	-1.225023097045	-6.81919217954335
Orc6	71	2.22481729936264e-25	2.93960165726342e-23	-3.84435025923532	-5.2319231640568	-3.056622939169	-3.72362519588107
Banf1	71	4.38681680768971e-22	4.123781191197e-20	-2.08830566994053	-1.84891607141439	-1.7490390570098	-1.20142642705508
Usp48	71	2.9549963474604e-11	6.93083610765787e-10	-1.48259669256808	-1.7274156317962	-0.741528988303556	-3.51942781400052
Sgo1	72	1.48515137359477e-32	3.96869158631513e-30	-5.88342189753255	-4.69223593227598	-0.751581857734492	-4.98207554141619
ENSMUSG00000063412	72	2.02130821473958e-18	1.26175257929532e-16	-1.58938329098266	-1.67625547112539	-1.74692927156625	-0.891475946062639
Dlgap5	73	1.58010795844925e-32	4.17552306397762e-30	-5.46263319955708	-3.87511283014893	-0.7958320194518	-5.45639850312773
Odc1	73	5.93210645796097e-26	8.44810107123865e-24	-4.5909505032429	-4.73118619592511	-2.99716925954825	-1.5198808121891
Marcks	73	1.04827495497488e-19	7.76670506360356e-18	4.03024522596309	3.49517474558593	3.86042662178895	-0.600595702088918
Kif2c	73	1.70686163013657e-19	1.22641359968393e-17	-5.01874959487196	-3.18499177650581	-0.22813625223577	-6.20813554458277
Nrgn	74	9.96959334624821e-20	7.40958870480691e-18	-3.32672951848297	-3.71389283999742	-3.17144701097294	-0.444437626945481
Trim59	74	4.61903206062485e-13	1.45310105155874e-11	-3.44215041395413	-1.81342246025212	0.00876925691465364	-4.36695786446222
Tmsb4x	75	1.88673341258668e-26	2.85810068481205e-24	1.51413483378417	1.42593201980024	1.29113042184053	0.551999922222813
Ctsd	75	3.13857344295062e-23	3.2883124314403e-21	3.06847499873259	2.6259707301277	2.36047211848043	2.08858180107637
Ncaph2	75	2.25637825731199e-12	6.27642620978374e-11	-2.45365432154201	-2.34516216034169	-2.01007892062773	-2.78827221980908
Rangap1	76	1.22270094750452e-25	1.67123543876437e-23	-4.94835842420249	-4.08151975356882	-2.40659992465371	-4.52220937318048
Hist1h2ao	76	7.53599595851083e-25	9.38369591001379e-23	-4.59390514108888	-5.37596437651705	-1.64622159992168	-4.11849969129635
Slc40a1	76	4.51319462031727e-24	5.13575634712948e-22	5.59727773442997	5.54576342608734	5.04379683321323	0.696333757210885
Cdca5	77	9.06485349855118e-25	1.12286151435439e-22	-4.72195432019963	-6.04357800584542	-1.3103482628263	-5.16146207564654
Mrpl57	77	1.37916170770767e-18	8.77021467765013e-17	-3.17344998600101	-2.78132060350863	-2.55868284849947	-1.6398558465073
H2afv	77	8.83146614190118e-11	1.90252499323221e-09	-1.47201333085791	-1.46780502254757	-0.259402298524913	-2.48386195289625
Hist1h1e	78	9.50893433357647e-25	1.16572672812087e-22	-3.86066874756505	-4.72257932921519	-1.66598477970542	-3.54306383472443
Rpa3	78	4.58200307370187e-16	2.17079241238748e-14	-2.99531246573144	-3.86131810107972	-3.19318058912199	-3.36405798311873
Mfsd10	78	2.78059432765868e-15	1.18726884909707e-13	-3.14514579051252	-3.54208551968048	-3.65449881039562	-1.94783388659823
Asns	79	2.876846788948e-31	6.70784776289706e-29	-7.03185362704964	-5.64184508845336	-4.79102054027766	-4.00450905047754
Pi16	79	2.73667485006676e-30	5.75985291673787e-28	5.84413924687055	5.76162025090005	5.51082706221595	-0.202758354894518
Cbx5	79	5.03412890052969e-25	6.47171284547556e-23	-4.79997094706609	-4.94372805055903	-2.74197232687322	-3.89224783805568
Nxt1	80	2.45201032460518e-24	2.87271731773817e-22	-3.54603239175819	-5.06592994749816	-2.29470705763196	-3.85133457560064
ENSMUSG00000085787	80	1.39461847612149e-21	1.2708126903294e-19	-1.83236090150996	-1.68710416090572	-1.77772180452954	-0.952294240938302
Ska1	81	4.2499980978979e-31	9.71901007329865e-29	-5.95830706666497	-5.71649709684648	-1.37905610735257	-6.61641255336103
Supt16	81	9.15869361496895e-25	1.12860730696791e-22	-5.02996977185235	-5.73686144470707	-3.26144865700345	-0.718287994349783
Jpt1	81	3.56994668725793e-17	1.94734041429027e-15	-2.27591934818743	-0.587297507435029	-0.23322264589625	-2.41735579723332
Rpl27	81	4.505056469586e-13	1.42157747256907e-11	-1.24052793219503	-1.120452139872	-1.86038645200786	0.239622426750431
Hells	82	2.88581159744406e-24	3.36437535402021e-22	-4.12964148655029	-5.86034938853818	-4.57378739568787	-3.30584347480233
Rpl18	83	2.11877913800511e-16	1.04329035691875e-14	-0.697462848085863	-0.588080681833499	-0.703937350900508	0.252766862471661
Lbr	83	1.2840719046151e-10	2.6977987727439e-09	-2.03087451119488	-2.16211894157752	-1.58105925174961	-2.67862993846962
Snrpf	84	2.41318527727411e-19	1.6980114038287e-17	-1.85487708978397	-1.69926468459531	-1.85499118850022	-0.870908803762992
Pole	85	1.0134140729585e-23	1.1210245068452e-21	-3.80229208000087	-6.28698684734903	-1.772301073674	-2.53379076784386
Rplp2	85	5.20777377038932e-15	2.15028617328419e-13	-0.57132504683183	-0.615797402562425	-0.658047601689944	0.199159808724184
Ncl	86	8.77905416297299e-31	1.95132939399988e-28	-1.88616564701791	-1.69070482370549	-1.32633171548364	-0.505729599005056
ENSMUSG00000084319	86	2.70010861896785e-27	4.52230163978256e-25	-1.05194334598321	-1.03757145621208	-1.05886824837724	0.222795748306647
Ndc1	87	1.24974238201743e-30	2.7520947288445e-28	-5.80242720550886	-5.26551314544003	-2.48165077125745	-4.63413649822281
Ranbp1	87	1.42839000341693e-23	1.54415452051204e-21	-2.43794557348601	-2.96254868562654	-2.18927219422728	-1.40350321464193
Srsf7	87	5.0246962239442e-21	4.32979530050959e-19	-2.43233439070261	-2.57088757420875	-1.73390589876663	-2.12117483736147
ENSMUSG00000081094	87	9.13567396272402e-13	2.72272849442939e-11	-0.485309256853318	-0.491427659477472	-0.767102088560705	0.334826721765886
Ccdc34	88	1.98122206066052e-27	3.41444958468761e-25	-4.43779894577329	-4.64297124268702	-3.55147716914159	-5.23701760068201
Snrpd1	88	1.27269038951277e-23	1.38845851072395e-21	-2.43653600254967	-2.35055939807748	-2.03487592952091	-1.6233177686207
Topbp1	89	1.53167244723748e-23	1.64831519514249e-21	-4.0329353470859	-4.62569377979531	-3.08753942363719	-3.43329609951382
Fkbp4	89	1.38852709422491e-16	6.99647031397271e-15	-2.93685028715799	-2.78556127987713	-2.69998081872902	-0.939957477641663
Dtl	90	4.87627818992982e-27	7.83598136426359e-25	-5.27613084723407	-5.86672087558536	-3.97586184400118	-3.67880385057303
Stip1	90	1.76262792089672e-15	7.77747306914409e-14	-3.35734865992757	-3.45681508974113	-3.21235393008094	-1.88499249833557
Atp13a3	90	3.2199636489973e-10	6.36578515911078e-09	-2.79050283406182	-2.68120505391694	-2.18361351260015	-3.25710989137353
ENSMUSG00000096006	91	3.11615728409726e-20	2.45402545323461e-18	-1.67603578120479	-1.52433310546908	-0.662549575459004	-1.60356623244078
Nme1	92	5.71746764754875e-15	2.33887999772139e-13	-2.28981236774188	-2.24946991557834	-2.36476426804104	-0.754674990625204
ENSMUSG00000098985	93	3.55909168321394e-27	5.87818593763034e-25	-2.81019670379102	-2.3746814318505	-2.5225286261219	-0.638328944935891
Ahcy	94	7.07849965403991e-30	1.45127549372441e-27	-4.00450459938629	-4.07627036035457	-3.35816142815101	-3.18509925385993
Dhfr	94	3.59146733216052e-23	3.72995054850541e-21	-3.57527309751505	-6.39333606037785	-2.84797781387286	-3.11021616010737
ENSMUSG00000092627	94	1.62015126662897e-12	4.63125691998038e-11	-1.77118608029767	-3.27703603275816	-3.37158613931155	-0.367810845464179
ENSMUSG00000087701	95	9.99762259424428e-30	2.01502930643145e-27	-1.48780715626855	-1.35078084271691	-1.20669563516584	-0.969450950162956
Ube2s	95	4.07190940435616e-27	6.58790621522466e-25	-3.04669553997078	-2.06205022354569	-1.06761788096348	-2.96680399622694
Impdh2-ps	95	3.41836881626829e-16	1.62923979072763e-14	-3.10773228287909	-3.07852621023581	-2.70011764938465	-1.17858018776398
Gmnn	96	4.32888939899803e-23	4.43767140415389e-21	-4.01226908199292	-4.55877237462014	-2.48262572464883	-3.61359544628971
Fth1	96	3.09633015200693e-18	1.86903604074063e-16	0.897302602712149	0.632360627692862	0.857460100332181	0.915040605369435
Cdca4	96	2.63209869866406e-10	5.28263319412045e-09	-2.38028908555147	-2.29386028930544	0.819236415293576	-2.94373678334686
Nusap1	98	3.44410434873644e-29	6.71402735459007e-27	-5.97757815534729	-3.15196282160254	-0.776018938057495	-5.77039082340309
ENSMUSG00000058809	98	3.07046045518969e-16	1.4812324747622e-14	-3.0634782823043	-3.21126028234351	-2.7791876106163	-0.611528815736108
Gas2l3	99	5.57156176049163e-29	1.06861655927236e-26	-5.2128544274736	-3.41256186753644	-2.48756501274078	-4.16655603031038
Dbf4	99	1.63271396733694e-21	1.47645765342869e-19	-4.47710224925012	-2.57627203453875	-1.00395794914446	-4.63485799140707
Gm14586	99	2.29092456461039e-13	7.51518054070745e-12	-0.665079402174366	-0.585310631850121	-0.833535158128297	-0.0435245531753999
Pold2	100	8.02991356063603e-29	1.52780347370085e-26	-5.33627506416072	-6.19737594612112	-3.42921698183507	-2.6613953177757
Timm50	100	4.94307268452972e-18	2.92440541433259e-16	-3.94710117250958	-4.25082031487653	-3.40301815128145	-3.94584852809644
ENSMUSG00000083337	100	1.38202642819665e-12	3.99853730729832e-11	-0.64852347454428	-0.581620456400685	-0.720785701855965	0.372045659886201
Exosc8	101	8.89922957103445e-29	1.67976489593581e-26	-5.23388583204054	-4.7069398949527	-3.55684126117242	-3.83520176689978
ENSMUSG00000084289	101	4.0447852475038e-19	2.76206291027934e-17	0.899199916181554	0.669346448006725	0.808424740029123	0.960106799063737
Spn	102	9.16625975313793e-29	1.71654453314079e-26	-4.7030391045838	-4.48906057476105	-3.36191423659685	-1.7206643875951
Snrpg	102	7.35674496943245e-23	7.44533896204306e-21	-1.59745403557909	-1.47934174299389	-1.51254143473624	-1.42599733535633
Tuba1c	102	1.04704301719677e-21	9.5776246453811e-20	-2.19967140236699	-1.00949118381241	0.759567548686145	-2.49844753310188
Rfc2	103	1.9008411671436e-22	1.86039940239407e-20	-3.28792228866593	-4.35529937989008	-3.50388182475043	-2.48138609133882
Slc6a13	103	4.31531357981021e-19	2.93231722481789e-17	-3.63192535063292	-3.99007907540966	-3.5529277911202	-0.61521390253473
Snrnp25	103	1.01827205049678e-09	1.83744796486837e-08	-1.77222440162981	-2.14420306561479	-0.55929621476515	-2.93798597490669
Knl1	104	4.08947596919495e-28	7.53953542444679e-26	-5.56615903320506	-5.69283579310699	-1.12144763323737	-6.18819568547631
Cnot9	104	7.72205176757863e-18	4.47935505337372e-16	-3.03346192567399	-4.02444668473048	-2.19861399645782	-3.16690976004682
Lilra6	104	3.32185963279931e-14	1.21544288687486e-12	2.23331545172593	2.04465305770699	2.30387817015457	0.321057223491014
Rnf26	105	4.86084992329349e-28	8.89273797889918e-26	-4.68168483580538	-3.19176649034076	-1.08691933981017	-3.75727733182834
Anp32b	105	2.05244060798933e-24	2.42851716317463e-22	-1.99161239753796	-2.03146278446168	-1.49106599475758	-1.27823093007036
Cd200r2	105	1.09854742476103e-13	3.75924509397e-12	3.04910127548012	2.87885190491933	2.87359640471678	0.873479632066101
Ifrd2	106	6.45491405224133e-28	1.17188718247676e-25	-4.59001005004071	-3.70205609251673	-2.2368791838568	-0.636520221069126
Hmgb3	106	2.1128480651849e-24	2.48761710565804e-22	-4.01409438228808	-3.84985423793133	-2.33272857704934	-3.03705272487463
Serbp1	106	7.00039084516344e-21	5.9460819810901e-19	-1.08946640063616	-0.876345382420132	-1.0366251483573	-0.267966264660003
Gm4737	107	9.03757782142951e-28	1.61609558892525e-25	-3.67311031799417	-3.65767865752064	-2.95226771603382	-2.3235192480638
Nedd8	107	2.374843642227e-15	1.02879610825291e-13	-1.31058763126342	-1.15598689223094	-1.55266821268672	0.228406391098225
Suv39h1	109	1.62622013387439e-27	2.86491803288404e-25	-4.98131085607484	-4.49278432003364	-2.64991763511757	-3.80135762312024
Rad21	109	1.07696024246026e-14	4.2406201070252e-13	-3.44627924543796	-2.82840384739034	-1.04873023366009	-3.54156141471546
ENSMUSG00000084235	109	1.82621090231679e-14	6.91604679773888e-13	-1.6022917914007	-1.34027844253566	-1.74760731420484	-0.366190971302103
Spc25	110	1.93205508981319e-27	3.35401943073192e-25	-6.29377071032456	-6.38294898697893	-0.53325378359302	-6.57598839008667
ENSMUSG00000084220	110	9.40518355161854e-22	8.66990234140092e-20	-3.61109407906061	-4.52179876529326	-0.967592775093962	-3.08264997186745
Rpl36	110	1.37781556655526e-17	7.83937502856073e-16	-1.43984172528734	-1.13272173618348	-1.53767401816871	0.275347163220844
Ccl9	111	5.71308517722016e-21	4.90520955847752e-19	6.26717398729673	4.08268040493167	6.05887142786929	0.984614697210925
Dynlt1f	111	2.57140992919356e-09	4.32382754167792e-08	-1.07278092425666	-1.22973577177333	-0.164136139741558	-2.03209190047911
Psmb5	112	2.08856350666132e-14	7.85954206945033e-13	-2.26793271990345	-2.39321855150237	-2.37603661137345	-1.31889386489318
Atp1a3	113	4.37384893680595e-12	1.15838807643715e-10	2.56179027953647	2.51479339700843	2.96086446173033	-0.0495535878102306
Nuf2	114	3.12546582690233e-27	5.19810865463063e-25	-6.41196131279193	-5.31386922513589	-2.07555481165369	-6.59044415218591
Esco2	114	3.78137168025771e-21	3.33082824709516e-19	-4.32560926038605	-6.56671486927629	-0.513446235965677	-3.61229854979272
Mad1l1	114	9.16370452948452e-17	4.75852368612948e-15	-3.96745090428184	-3.53017247645319	-0.322232293739604	-4.12777550451748
Tsr2	116	3.65342565556546e-27	5.99237395629744e-25	-4.9881002034059	-3.58584824387	-2.46728363056465	0.615115485133465
Pola2	116	4.57453791059781e-21	3.97066551561124e-19	-3.8278792931905	-5.65970329308235	-2.46983786807462	-2.66116703227556
Erh	116	1.61341458630488e-17	9.15795682722891e-16	-1.60703805596567	-1.71078819635543	-1.58435934888915	-0.882079925236883
Ttc9c	116	4.79978405363742e-09	7.65615453706633e-08	-1.21055245224818	0.0766490311104995	0.531517908008923	-3.22489276721217
Uqcr11	117	5.92259663403088e-12	1.53272160769485e-10	-0.983038309957984	-0.982290291183282	-1.14040973326591	-0.269191576158786
Cbfb	117	5.07230522304925e-09	8.02091988828328e-08	-0.543514328054426	-1.33416781988629	-0.147673924080652	-1.77191275380686
Nasp	118	8.26468491260648e-21	6.97017735023122e-19	-3.84108479518084	-5.54974410286416	-4.00309161611394	-3.76776530928118
Ceacam16	118	6.15666557809598e-12	1.58422979128917e-10	1.87049324754416	1.48378152031504	2.43815484751447	0.10483685319964
ENSMUSG00000062588	119	5.33126644171216e-27	8.45290065221604e-25	-3.62698614192405	-3.08639807657686	-1.86591558907992	-2.93312366525452
Nrm	119	8.80924040681963e-21	7.40318602810568e-19	-3.30509543175443	-4.62705740749807	-2.18393130616974	-2.72474689106235
ENSMUSG00000060198	120	7.35856238527942e-12	1.86775548782391e-10	-1.02741816722291	-0.746208790413005	-1.09537654270388	-0.265849424075048
Hist1h4d	121	9.96493757814152e-21	8.26404242480039e-19	-3.55782735140394	-4.23842650151099	-0.78430662194318	-2.73221740844938
Zyx	121	7.63075969651295e-20	5.70699238560274e-18	1.7334598862807	1.89023127474022	1.69084197292585	0.863787624424389
Dtymk	121	1.47605662308396e-19	1.06702293820079e-17	-3.06513410169419	-3.69132478158868	-2.60500144196744	-2.69609652179164
Cct6a	122	9.79787954119875e-26	1.3627074218031e-23	-1.67280990616739	-1.55463028957866	-1.61294968269419	-0.558615237830168
Hist1h2ap	122	9.97258619988109e-21	8.26404242480039e-19	-4.00204066036137	-4.71287658281694	-1.01568790907895	-3.79471108990884
Slbp	123	1.02765845357828e-20	8.48638923661539e-19	-2.81915120638379	-4.74113227133256	-3.59722085493101	-1.83491624770826
ENSMUSG00000053173	123	9.40018345549055e-14	3.25421489260454e-12	-0.628612121479339	-0.653255614866622	-0.777301049954509	0.350189111829649
Rad9a	123	9.44191557811366e-09	1.43121146076658e-07	-2.16476119245883	-2.08136240977767	-1.17359691998293	-4.6072322443063
Rpa1	124	1.34755576035756e-20	1.10133741060426e-18	-2.53246454843463	-4.81611513126886	-2.30553485503153	-2.93862675066346
Cmc2	124	2.24042154520659e-18	1.38760275025126e-16	-3.71509974182328	-3.77002283562936	-1.90752386797788	-3.30356944636235
Rps18	124	1.07190714216781e-11	2.65001741810571e-10	-0.684563773559394	-0.467174615438364	-0.757685963101821	0.141718799453762
Rpa2	125	3.2019090007472e-26	4.78937118017425e-24	-4.81960454698182	-5.9442313443328	-3.73721124628189	-3.41556740459715
Qdpr	125	6.14856797179746e-14	2.17282900554619e-12	-3.3554548790003	-3.19466671121417	-3.26554012334585	-1.07380347060847
Upf3a	125	1.11589290294212e-08	1.66390475928981e-07	-1.402105862203	-0.256207860170268	0.136987566284074	-2.89008095056708
ENSMUSG00000084113	126	2.78271611187376e-25	3.6363372136645e-23	-2.47797127261275	-2.33176872994599	-1.94711953921928	-1.69468722461997
ENSMUSG00000103921	126	1.54316617381704e-20	1.25688770931133e-18	-2.5443661604421	-3.47006420122478	-0.991114136217069	-2.32284683523371
Nhp2	126	1.23994116539979e-16	6.26104474239984e-15	-2.53117863255833	-2.09781134349551	-2.08695508820829	-0.340090436648084
Med27	127	1.19496253399718e-08	1.76520459292267e-07	-2.92213678044346	-1.53478712312137	-0.870507269110963	-3.40261514370461
ENSMUSG00000081664	128	3.73987716455302e-26	5.55909366278528e-24	-2.89662986557292	-2.19381622860523	-2.46837525005116	-1.50216118643703
Ftl1	128	3.55519590907533e-22	3.36865435480234e-20	1.29921160900588	1.27328731977287	1.09249818066653	0.720636957762338
ENSMUSG00000045799	128	1.77025781722179e-20	1.43204223357094e-18	-1.02687842031211	-1.1356638033015	-0.616102802104321	-0.985557731246136
Atad3a	129	3.98522966492689e-26	5.88700106341342e-24	-4.80703448356754	-4.06592124071255	-3.51862193277659	-0.620162934594661
Hnrnpul1	129	7.34777332929611e-09	1.12888949024967e-07	-1.67722526401511	-1.87217244488615	-0.945757840607232	-2.07085791569449
Cenpm	130	4.47478327686807e-26	6.52906568550635e-24	-4.89362968117678	-5.25803980382042	-2.52578279913237	-5.03819608163908
Haus3	130	4.14851735512692e-20	3.2243198776792e-18	-4.44661768016941	-5.10129416388204	-3.61989467700905	-4.19485797229702
Pck2	131	5.38088024474514e-20	4.08860942047201e-18	-4.49256351683527	-4.14170823051526	-3.30200737774744	-3.39565306116286
Rpl6	131	1.44641185960302e-11	3.50662724331687e-10	-0.441704568554734	-0.438019130722144	-0.604865024352834	0.33164206158367
Cmss1	132	4.81672110332766e-26	6.94279260608736e-24	-4.33466172679807	-3.55179744197646	-2.66020063167417	-1.66845993957818
ENSMUSG00000099875	132	2.41973855940331e-17	1.35408569784209e-15	-1.02792008895887	-0.918370069818912	-0.571308633467034	-0.727468551346782
Nme2	132	1.48417860747691e-11	3.59452340342396e-10	-1.36790237016748	-1.40592537255829	-1.51237875207532	-0.210191894083109
Set	133	5.91746205149305e-26	8.44810107123865e-24	-2.06659325758483	-1.8859642782826	-1.73387546407479	-0.459057000361353
Pla2g4a	133	4.53816469931182e-15	1.88690858468065e-13	-3.51315742257487	-3.91519425721124	-3.27952122527689	-1.75305473391389
ENSMUSG00000083852	133	5.05155439298812e-15	2.09054806400927e-13	-1.68677413192592	-1.51017439629458	-0.969568334525219	-2.11958302057767
