"","x"
"10523","Gins3"
"10524","Ndrg4"
"10525","Setd6"
"10526","Cnot1"
"10527","Gm10094"
"10528","Slc38a7"
"10529","Got2"
"10530","Cdh8"
"10531","A330008L17Rik"
"10532","Cdh11"
"10533","Gm8730"
"10534","Cdh5"
"10535","Bean1"
"10536","Tk2"
"10537","Cklf"
"10538","Cmtm2a"
"10539","Cmtm1"
"10540","Gm11020"
"10541","Cmtm2b"
"10542","Cmtm3"
"10543","Cmtm4"
"10544","Dync1li2"
"10545","Ccdc79"
"10546","Nae1"
"10547","Car7"
"10548","Pdp2"
"10549","Cdh16"
"10550","Rrad"
"10551","Fam96b"
"10552","Ces2a"
"10553","Ces2b"
"10554","Ces2c"
"10555","Ces2d-ps"
"10556","Ces2e"
"10557","Ces2f"
"10558","Ces2g"
"10559","Ces2h"
"10560","Ces3a"
"10561","Ces3b"
"10562","Ces4a"
"10563","Cbfb"
"10564","D230025D16Rik"
"10565","B3gnt9"
"10566","Tradd"
"10567","Fbxl8"
"10568","Hsf4"
"10569","Nol3"
"10570","4931428F04Rik"
"10571","Exoc3l"
"10572","E2f4"
"10573","Elmo3"
"10574","Lrrc29"
"10575","Tmem208"
"10576","Fhod1"
"10577","Slc9a5"
"10578","Plekhg4"
"10579","Kctd19"
"10580","Lrrc36"
"10581","Tppp3"
"10582","Zdhhc1"
"10583","Hsd11b2"
"10584","Atp6v0d1"
"10585","Agrp"
"10586","Fam65a"
"10587","Ctcf"
"10588","Rltpr"
"10589","Acd"
"10590","Pard6a"
"10591","Enkd1"
"10592","4933405L10Rik"
"10593","Gfod2"
"10594","Ranbp10"
"10595","Tsnaxip1"
"10596","Cenpt"
"10597","Thap11"
"10598","Nutf2"
"10599","Edc4"
"10600","Nrn1l"
"10601","Pskh1"
"10602","Ctrl"
"10603","Psmb10"
"10604","Lcat"
"10605","Slc12a4"
"10606","Dpep3"
"10607","Dpep2"
"10608","Dus2"
"10609","Ddx28"
"10610","Nfatc3"
"10611","Esrp2"
"10612","Pla2g15"
"10613","Slc7a6"
"10614","Slc7a6os"
"10615","Prmt7"
"10616","Smpd3"
"10617","Zfp90"
"10618","6030452D12Rik"
"10619","Cdh3"
"10620","Gm10073"
"10621","Cdh1"
"10622","Tango6"
"10623","Has3"
"10624","Chtf8"
"10625","Cirh1a"
"10626","Sntb2"
"10627","Vps4a"
"10628","Pdf"
"10629","Cog8"
"10630","Nip7"
"10631","Tmed6"
"10632","Terf2"
"10633","Cyb5b"
"10634","Rps18-ps3"
"10635","Nfat5"
"10636","Nqo1"
"10637","Nob1"
"10638","Wwp2"
"10639","Rps26-ps1"
"10640","Psmd7"
"10641","Zfhx3"
"10642","Pmfbp1"
"10643","Dhx38"
"10644","Txnl4b"
"10645","Hp"
"10646","Dhodh"
"10647","Pkd1l3"
"10648","Ist1"
"10649","Zfp821"
"10650","Atxn1l"
"10651","Ap1g1"
"10652","Phlpp2"
"10653","Marveld3"
"10654","Tat"
"10655","Chst4"
"10656","Zfp612"
"10657","Gm17720"
"10658","Gm21964"
"10659","Calb2"
"10660","Cmtr2"
"10661","Hydin"
"10662","Vac14"
"10663","Mtss1l"
"10664","Il34"
"10665","Sf3b3"
"10666","Cog4"
"10667","Fuk"
"10668","St3gal2"
"10669","Ddx19a"
"10670","Ddx19b"
"10671","Aars"
"10672","Clec18a"
"10673","Pdpr"
"10674","Glg1"
"10675","Rfwd3"
"10676","Mlkl"
"10677","Fa2h"
"10678","Wdr59"
"10679","Znrf1"
"10680","Ldhd"
"10681","Zfp1"
"10682","Ctrb1"
"10683","Bcar1"
"10684","Cfdp1"
"10685","Tmem170"
"10686","Chst5"
"10687","Tmem231"
"10688","Gabarapl2"
"10689","Adat1"
"10690","Kars"
"10691","Terf2ip"
"10692","Gm6793"
"10693","Cntnap4"
"10694","Mon1b"
"10695","Syce1l"
"10696","Adamts18"
"10697","Nudt7"
"10698","Vat1l"
"10699","Clec3a"
"10700","Wwox"
"10701","Maf"
"10702","Dynlrb2"
"10703","Cdyl2"
"10704","Cmc2"
"10705","Cenpn"
"10706","Atmin"
"10707","1700030J22Rik"
"10708","Gcsh"
"10709","Pkd1l2"
"10710","Bco1"
"10711","Gan"
"10712","Cmip"
"10713","Plcg2"
"10714","Sdr42e1"
"10715","Hsd17b2"
"10716","Mphosph6"
"10717","Cdh13"
"10718","Hsbp1"
"10719","Mlycd"
"10720","Osgin1"
"10721","Necab2"
"10722","Slc38a8"
"10723","Mbtps1"
"10724","Hsdl1"
"10725","Dnaaf1"
"10726","Taf1c"
"10727","Adad2"
"10728","Kcng4"
"10729","Wfdc1"
"10730","Atp2c2"
"10731","Tldc1"
"10732","Cotl1"
"10733","Klhl36"
"10734","Usp10"
"10735","Gm20388"
"10736","Crispld2"
"10737","Zdhhc7"
"10738","6430548M08Rik"
"10739","Fam92b"
"10740","Gse1"
"10741","Gins2"
"10742","1190005I06Rik"
"10743","Gm27021"
"10744","Emc8"
"10745","Cox4i1"
"10746","Irf8"
"10747","Foxf1"
"10748","Mthfsd"
"10749","Foxc2"
"10750","Foxl1"
"10751","1700018B08Rik"
"10752","Fbxo31"
"10753","Map1lc3b"
"10754","Zcchc14"
"10755","Jph3"
"10756","Klhdc4"
"10757","Slc7a5"
"10758","Car5a"
"10759","Banp"
"10760","Zfpm1"
"10761","Trhr2"
"10762","Zc3h18"
"10763","Il17c"
"10764","Cyba"
"10765","Mvd"
"10766","Snai3"
"10767","Rnf166"
"10768","Ctu2"
"10769","Piezo1"
"10770","Cdt1"
"10771","Aprt"
"10772","Galns"
"10773","Trappc2l"
"10774","Pabpn1l"
"10775","Cbfa2t3"
"10776","Acsf3"
"10777","Cdh15"
"10778","Ankrd11"
"10779","Spg7"
"10780","Rpl13"
"10781","Cpne7"
"10782","Sult5a1"
"10783","Dpep1"
"10784","Chmp1a"
"10785","Spata33"
"10786","Cdk10"
"10787","Spata2l"
"10788","Vps9d1"
"10789","Zfp276"
"10790","Fanca"
"10791","Spire2"
"10792","Tcf25"
"10793","Mc1r"
"10794","Tubb3"
"10795","Def8"
"10796","Afg3l1"
"10797","Dbndd1"
"10798","Gas8"
"10799","Rhou"
"10800","Rab4a"
"10801","Ccsap"
"10802","Acta1"
"10803","Nup133"
"10804","Abcb10"
"10805","Taf5l"
"10806","Urb2"
"10807","Galnt2"
"10808","Pgbd5"
"10809","Cog2"
"10810","Agt"
"10811","Capn9"
"10812","2310022B05Rik"
"10813","Ttc13"
"10814","Arv1"
"10815","Fam89a"
"10816","Trim67"
"10817","2810004N23Rik"
"10818","Gnpat"
"10819","Exoc8"
"10820","Sprtn"
"10821","Egln1"
"10822","Tsnax"
"10823","Disc1"
"10824","Sipa1l2"
"10825","Map10"
"10826","Ntpcr"
"10827","Pcnxl2"
"10828","BC021891"
"10829","Kcnk1"
"10830","Slc35f3"
"10831","Coa6"
"10832","Gm17296"
"10833","Irf2bp2"
"10834","Tomm20"
"10835","Rbm34"
"10836","Pard3"
"10837","Nrp1"
"10838","Itgb1"
"10839","RP23-303A11.1"
"10840","Ccdc7"
"10841","1700008F21Rik"
"10842","Gm10999"
"10843","2610044O15Rik8"
"10844","Gm10722"
"10845","Gm11168"
"10846","Gm10721"
"10847","Gm10720"
"10848","Gm10719"
"10849","Gm10718"
"10850","Gm10717"
"10851","Gm17535"
"10852","Gm10715"
"10853","Alkbh8"
"10854","Cwf19l2"
"10855","Gucy1a2"
"10856","Aasdhppt"
"10857","Kbtbd3"
"10858","Msantd4"
"10859","Gria4"
"10860","Casp1"
"10861","Casp4"
"10862","Casp12"
"10863","Pdgfd"
"10864","Ddi1"
"10865","Dync2h1"
"10866","Dcun1d5"
"10867","Mmp13"
"10868","Mmp12"
"10869","Mmp1b"
"10870","Mmp3"
"10871","Mmp1a"
"10872","Mmp10"
"10873","Mmp8"
"10874","Mmp27"
"10875","AC115689.1"
"10876","Mmp20"
"10877","Mmp7"
"10878","Gm10709"
"10879","Tmem123"
"10880","Birc2"
"10881","Birc3"
"10882","Yap1"
"10883","9230110C19Rik"
"10884","AK129341"
"10885","1700128F08Rik"
"10886","Trpc6"
"10887","Pgr"
"10888","Gm16485"
"10889","Arhgap42"
"10890","Cntn5"
"10891","Jrkl"
"10892","Ccdc82"
"10893","Phxr4"
"10894","Gm17571"
"10895","Maml2"
"10896","Mtmr2"
"10897","Cep57"
"10898","Fam76b"
"10899","Sesn3"
"10900","Endod1"
"10901","Kdm4d"
"10902","Cwc15"
"10903","Amotl1"
"10904","Piwil4"
"10905","Fut4"
"10906","1700012B09Rik"
"10907","Ankrd49"
"10908","Mre11a"
"10909","Gpr83"
"10910","Folr4"
"10911","Panx1"
"10912","Hephl1"
"10913","Vstm5"
"10914","Med17"
"10915","4931406C07Rik"
"10916","Taf1d"
"10917","Cep295"
"10918","Smco4"
"10919","Ccdc67"
"10920","Slc36a4"
"10921","Mtnr1b"
"10922","Fat3"
"10923","Gm5611"
"10924","Chordc1"
"10925","Naalad2"
"10926","Ubtfl1"
"10927","Gm5612"
"10928","Mbd3l2"
"10929","Zfp558"
"10930","Mbd3l1"
"10931","Muc16"
"10932","Olfr24"
"10933","Olfr828"
"10934","Olfr829"
"10935","Olfr830"
"10936","Olfr831-ps1"
"10937","Olfr832"
"10938","Olfr834"
"10939","Olfr835"
"10940","Olfr836"
"10941","Olfr843"
"10942","Olfr844"
"10943","Olfr845"
"10944","Olfr846"
"10945","Olfr847"
"10946","Olfr849"
"10947","Olfr850"
"10948","Olfr851"
"10949","Olfr853"
"10950","Olfr854"
"10951","Olfr855"
"10952","Zfp317"
"10953","Olfr857"
"10954","Olfr58"
"10955","Olfr859"
"10956","Olfr860"
"10957","Olfr862"
"10958","Olfr77"
"10959","Gm7808"
"10960","Olfr866"
"10961","Olfr867"
"10962","Olfr868"
"10963","Olfr869"
"10964","Olfr870"
"10965","Olfr871"
"10966","Olfr872"
"10967","Olfr39"
"10968","Olfr873"
"10969","Olfr18"
"10970","Zfp560"
"10971","Zfp26"
"10972","Zfp426"
"10973","Zfp266"
"10974","Zfp846"
"10975","Fbxl12"
"10976","Ubl5"
"10977","Pin1"
"10978","Olfm2"
"10979","Col5a3"
"10980","Rdh8"
"10981","A230050P20Rik"
"10982","Angptl6"
"10983","Ppan"
"10984","Eif3g"
"10985","Dnmt1"
"10986","S1pr2"
"10987","Mrpl4"
"10988","Icam1"
"10989","Icam4"
"10990","Icam5"
"10991","Zglp1"
"10992","Fdx1l"
"10993","Raver1"
"10994","Tyk2"
"10995","Cdc37"
"10996","Pde4a"
"10997","Keap1"
"10998","S1pr5"
"10999","Atg4d"
"11000","Kri1"
"11001","Cdkn2d"
"11002","Ap1m2"
"11003","Slc44a2"
"11004","Ilf3"
"11005","Qtrt1"
"11006","Dnm2"
"11007","Tmed1"
"11008","AB124611"
"11009","Carm1"
"11010","Yipf2"
"11011","1810026J23Rik"
"11012","Smarca4"
"11013","Ldlr"
"11014","Spc24"
"11015","Kank2"
"11016","Dock6"
"11017","Gm6484"
"11018","Rab3d"
"11019","Tmem205"
"11020","Ccdc159"
"11021","Lppr2"
"11022","Swsap1"
"11023","Epor"
"11024","Rgl3"
"11025","Ccdc151"
"11026","Prkcsh"
"11027","Elavl3"
"11028","Zfp653"
"11029","Ecsit"
"11030","Cnn1"
"11031","Elof1"
"11032","Acp5"
"11033","Pigyl"
"11034","Zfp872"
"11035","Zfp809"
"11036","Zfp599"
"11037","Zfp810"
"11038","Anln"
"11039","9530077C05Rik"
"11040","Rp9"
"11041","Gm17545"
"11042","Bbs9"
"11043","Bmper"
"11044","Npsr1"
"11045","Dpy19l1"
"11046","Dpy19l2"
"11047","Cypt4"
"11048","Tbx20"
"11049","Gm10181"
"11050","Herpud2"
"11051","Sept7"
"11052","Eepd1"
"11053","B3gat1"
"11054","Glb1l2"
"11055","Glb1l3"
"11056","Gm1110"
"11057","Acad8"
"11058","Thyn1"
"11059","Vps26b"
"11060","Ncapd3"
"11061","Jam3"
"11062","Igsf9b"
"11063","Spata19"
"11064","Opcml"
"11065","Ntm"
"11066","Snx19"
"11067","Adamts15"
"11068","Adamts8"
"11069","Zbtb44"
"11070","St14"
"11071","Aplp2"
"11072","Prdm10"
"11073","Nfrkb"
"11074","Tmem45b"
"11075","Barx2"
"11076","Arhgap32"
"11077","Kcnj5"
"11078","Kcnj1"
"11079","Fli1"
"11080","Ets1"
"11081","Kirrel3"
"11082","St3gal4"
"11083","Dcps"
"11084","Tirap"
"11085","Srpr"
"11086","Foxred1"
"11087","Fam118b"
"11088","Rpusd4"
"11089","Cdon"
"11090","Ddx25"
"11091","Pus3"
"11092","Hyls1"
"11093","Pate2"
"11094","Pate4"
"11095","Gm17365"
"11096","Gm17252"
"11097","Gm17677"
"11098","Gm17727"
"11099","Gm27235"
"11100","D730048I06Rik"
"11101","9230110F15Rik"
"11102","9230113P08Rik"
"11103","Gm5916"
"11104","Gm7257"
"11105","Gm9513"
"11106","Gm5615"
"11107","Gm17689"
"11108","A630095E13Rik"
"11109","Acrv1"
"11110","Chek1"
"11111","Stt3a"
"11112","Ei24"
"11113","Fez1"
"11114","Pknox2"
"11115","Tmem218"
"11116","Slc37a2"
"11117","Ccdc15"
"11118","Hepacam"
"11119","Robo4"
"11120","Robo3"
"11121","Msantd2"
"11122","Esam"
"11123","Vsig2"
"11124","Nrgn"
"11125","Spa17"
"11126","Siae"
"11127","Tbrg1"
"11128","Panx3"
"11129","Olfr160"
"11130","Olfr874"
"11131","Olfr875"
"11132","Olfr876"
"11133","Olfr877"
"11134","Olfr145"
"11135","Olfr878"
"11136","Olfr881"
"11137","Olfr883"
"11138","Olfr884"
"11139","Olfr885"
"11140","Olfr887"
"11141","Olfr888"
"11142","Olfr889"
"11143","Olfr890"
"11144","Olfr891"
"11145","Olfr893"
"11146","Olfr894"
"11147","Olfr143"
"11148","Olfr895"
"11149","Olfr25"
"11150","Olfr898"
"11151","Olfr250"
"11152","Olfr251"
"11153","Olfr147"
"11154","Olfr901"
"11155","Olfr902"
"11156","Olfr904"
"11157","Olfr905"
"11158","Olfr906"
"11159","Olfr907"
"11160","Olfr911-ps1"
"11161","Olfr910"
"11162","Olfr912"
"11163","Olfr913"
"11164","Olfr914"
"11165","Olfr916"
"11166","Olfr917"
"11167","Olfr918"
"11168","Olfr919"
"11169","Vwa5a"
"11170","Olfr920"
"11171","Olfr921"
"11172","Olfr922"
"11173","Olfr923"
"11174","Olfr924"
"11175","Olfr26"
"11176","Olfr926"
"11177","Olfr930"
"11178","Olfr933"
"11179","Olfr934"
"11180","Olfr935"
"11181","Olfr146"
"11182","Olfr936"
"11183","Olfr937"
"11184","Olfr938"
"11185","Olfr27"
"11186","Olfr943"
"11187","Olfr944"
"11188","Olfr1537"
"11189","Olfr945"
"11190","Olfr948"
"11191","Olfr951"
"11192","Olfr952"
"11193","Olfr954"
"11194","Olfr955"
"11195","Olfr44"
"11196","Olfr957"
"11197","Olfr958"
"11198","Olfr959"
"11199","AW551984"
"11200","Olfr148"
"11201","Olfr960"
"11202","Olfr961"
"11203","Olfr963"
"11204","Olfr149"
"11205","Olfr965"
"11206","Olfr150"
"11207","Olfr967"
"11208","Olfr968"
"11209","Olfr969"
"11210","Olfr970"
"11211","Olfr971"
"11212","Olfr972"
"11213","Olfr229"
"11214","Olfr974"
"11215","Olfr975"
"11216","Olfr976"
"11217","Olfr978"
"11218","Olfr979"
"11219","Olfr980"
"11220","Olfr981"
"11221","Olfr982"
"11222","Olfr983"
"11223","Olfr984"
"11224","Olfr985"
"11225","Tmem225"
"11226","Olfr986"
"11227","Zfp202"
"11228","Scn3b"
"11229","Gramd1b"
"11230","Gm21915"
"11231","Clmp"
"11232","Hspa8"
"11233","Bsx"
"11234","4931429I11Rik"
"11235","Crtam"
"11236","Ubash3b"
"11237","Sorl1"
"11238","Sc5d"
"11239","Tecta"
"11240","Tbcel"
"11241","Grik4"
"11242","Arhgef12"
"11243","Tmem136"
"11244","Pou2f3"
"11245","Oaf"
"11246","D630033O11Rik"
"11247","Trim29"
"11248","Pvrl1"
"11249","Gm3898"
"11250","Thy1"
"11251","Rnf26"
"11252","Usp2"
"11253","Mfrp"
"11254","C1qtnf5"
"11255","Mcam"
"11256","Cbl"
"11257","Ccdc153"
"11258","Pdzd3"
"11259","Nlrx1"
"11260","Abcg4"
"11261","Hinfp"
"11262","C2cd2l"
"11263","Dpagt1"
"11264","H2afx"
"11265","Hmbs"
"11266","Vps11"
"11267","Hyou1"
"11268","Slc37a4"
"11269","Trappc4"
"11270","Rps25"
"11271","Ccdc84"
"11272","Foxr1"
"11273","Upk2"
"11274","Gm9830"
"11275","Bcl9l"
"11276","Cxcr5"
"11277","Ddx6"
"11278","Treh"
"11279","Phldb1"
"11280","Arcn1"
"11281","Ift46"
"11282","Tmem25"
"11283","Ttc36"
"11284","Kmt2a"
"11285","Atp5l"
"11286","Ube4a"
"11287","Cd3g"
"11288","Cd3d"
"11289","Cd3e"
"11290","Mpzl2"
"11291","Mpzl3"
"11292","Amica1"
"11293","Gm10684"
"11294","Scn2b"
"11295","Scn4b"
"11296","Tmprss4"
"11297","BC049352"
"11298","Il10ra"
"11299","Tmprss13"
"11300","Fxyd6"
"11301","Fxyd2"
"11302","Dscaml1"
"11303","Cep164"
"11304","Bace1"
"11305","Rnf214"
"11306","Pcsk7"
"11307","Tagln"
"11308","Sidt2"
"11309","Pafah1b2"
"11310","Sik3"
"11311","Apoa1"
"11312","Apoc3"
"11313","Apoa4"
"11314","Apoa5"
"11315","Zpr1"
"11316","Bud13"
"11317","4931429L15Rik"
"11318","Gm4791"
"11319","Cadm1"
"11320","Nxpe2"
"11321","Nxpe4"
"11322","Gm5616"
"11323","Rexo2"
"11324","Rbm7"
"11325","Gm5617"
"11326","Nnmt"
"11327","Zbtb16"
"11328","Htr3a"
"11329","Htr3b"
"11330","Usp28"
"11331","Zw10"
"11332","Tmprss5"
"11333","Gm4894"
"11334","Drd2"
"11335","Ankk1"
"11336","Ttc12"
"11337","Ncam1"
"11338","Gm11149"
"11339","Rpl10-ps3"
"11340","Plet1"
"11341","Pts"
"11342","Bco2"
"11343","Tex12"
"11344","Il18"
"11345","Sdhd"
"11346","Timm8b"
"11347","AU019823"
"11348","Pih1d2"
"11349","Dlat"
"11350","Dixdc1"
"11351","2310030G06Rik"
"11352","Hspb2"
"11353","Cryab"
"11354","1110032A03Rik"
"11355","Fdxacb1"
"11356","Alg9"
"11357","Ppp2r1b"
"11358","Sik2"
"11359","Layn"
"11360","4833427G06Rik"
"11361","Btg4"
"11362","Pou2af1"
"11363","Gm684"
"11364","1810046K07Rik"
"11365","Gm7293"
"11366","Arhgap20"
"11367","Fdx1"
"11368","Rdx"
"11369","Zc3h12c"
"11370","AI593442"
"11371","Ddx10"
"11372","Exph5"
"11373","Kdelc2"
"11374","4930550C14Rik"
"11375","Atm"
"11376","Npat"
"11377","Acat1"
"11378","Cul5"
"11379","Rab39"
"11380","Slc35f2"
"11381","Sln"
"11382","Gm16380"
"11383","Elmod1"
"11384","Tnfaip8l3"
"11385","Cyp19a1"
"11386","Gldn"
"11387","Dmxl2"
"11388","Sh2d7"
"11389","Cib2"
"11390","Idh3a"
"11391","Acsbg1"
"11392","Dnaja4"
"11393","Wdr61"
"11394","Crabp1"
"11395","Ireb2"
"11396","Hykk"
"11397","AY074887"
"11398","Psma4"
"11399","Chrna5"
"11400","Chrna3"
"11401","Chrnb4"
"11402","Ube2q2"
"11403","Fbxo22"
"11404","Nrg4"
"11405","AI118078"
"11406","Etfa"
"11407","Isl2"
"11408","Scaper"
"11409","Rfpl3s"
"11410","Rcn2"
"11411","Pstpip1"
"11412","Tspan3"
"11413","Peak1"
"11414","Hmg20a"
"11415","Lingo1"
"11416","Odf3l1"
"11417","Cspg4"
"11418","Snx33"
"11419","Imp3"
"11420","Snupn"
"11421","Ptpn9"
"11422","Sin3a"
"11423","Man2c1"
"11424","Neil1"
"11425","Commd4"
"11426","Trcg1"
"11427","1700017B05Rik"
"11428","Ppcdc"
"11429","Scamp5"
"11430","Rpp25"
"11431","Cox5a"
"11432","Fam219b"
"11433","Mpi"
"11434","Scamp2"
"11435","Ulk3"
"11436","Cplx3"
"11437","Lman1l"
"11438","Csk"
"11439","Cyp1a2"
"11440","Cyp1a1"
"11441","Edc3"
"11442","Clk3"
"11443","Gm17231"
"11444","Arid3b"
"11445","Ubl7"
"11446","Sema7a"
"11447","Cyp11a1"
"11448","Ccdc33"
"11449","Stra6"
"11450","Islr"
"11451","Islr2"
"11452","Pml"
"11453","Stoml1"
"11454","Loxl1"
"11455","Tbc1d21"
"11456","6030419C18Rik"
"11457","Cd276"
"11458","Nptn"
"11459","Rec114"
"11460","Hcn4"
"11461","Neo1"
"11462","Adpgk"
"11463","Bbs4"
"11464","Arih1"
"11465","Tmem202"
"11466","Hexa"
"11467","Celf6"
"11468","Parp6"
"11469","Pkm"
"11470","Gramd2"
"11471","Senp8"
"11472","Myo9a"
"11473","Nr2e3"
"11474","Thsd4"
"11475","Lrrc49"
"11476","Larp6"
"11477","Uaca"
"11478","Gm9869"
"11479","Tle3"
"11480","Rplp1"
"11481","Kif23"
"11482","Paqr5"
"11483","Glce"
"11484","Spesp1"
"11485","Anp32a"
"11486","Coro2b"
"11487","Itga11"
"11488","Fem1b"
"11489","Cln6"
"11490","Calml4"
"11491","Pias1"
"11492","Skor1"
"11493","Map2k5"
"11494","2300009A05Rik"
"11495","Iqch"
"11496","Aagab"
"11497","Smad3"
"11498","Smad6"
"11499","Lctl"
"11500","Zwilch"
"11501","Rpl4"
"11502","Snapc5"
"11503","Map2k1"
"11504","Uchl4"
"11505","Tipin"
"11506","Dis3l"
"11507","Megf11"
"11508","Rab11a"
"11509","Dennd4a"
"11510","Slc24a1"
"11511","Vwa9"
"11512","Ptplad1"
"11513","Dpp8"
"11514","Igdcc4"
"11515","Igdcc3"
"11516","Parp16"
"11517","Cilp"
"11518","Clpx"
"11519","Pdcd7"
"11520","Ubap1l"
"11521","Kbtbd13"
"11522","Rasl12"
"11523","Slc51b"
"11524","Mtfmt"
"11525","Spg21"
"11526","Ankdd1a"
"11527","Plekho2"
"11528","Pif1"
"11529","Rbpms2"
"11530","Oaz2"
"11531","Zfp609"
"11532","Trip4"
"11533","2810417H13Rik"
"11534","Csnk1g1"
"11535","Ppib"
"11536","Snx22"
"11537","Snx1"
"11538","Fam96a"
"11539","Dapk2"
"11540","Herc1"
"11541","Fbxl22"
"11542","Usp3"
"11543","Car12"
"11544","Aph1b"
"11545","Gm10647"
"11546","Aph1c"
"11547","Rab8b"
"11548","Rps27l"
"11549","Lactb"
"11550","Tpm1"
"11551","Tln2"
"11552","M5C1000I18Rik"
"11553","C2cd4b"
"11554","C2cd4a"
"11555","Vps13c"
"11556","Rora"
"11557","Ice2"
"11558","Gm4978"
"11559","Anxa2"
"11560","Foxb1"
"11561","Bnip2"
"11562","Gtf2a2"
"11563","Gcnt3"
"11564","Fam81a"
"11565","Myo1e"
"11566","Ccnb2"
"11567","Rnf111"
"11568","Sltm"
"11569","Fam63b"
"11570","Gm10642"
"11571","Adam10"
"11572","Lipc"
"11573","Aqp9"
"11574","Aldh1a2"
"11575","Polr2m"
"11576","Gcom1"
"11577","Myzap"
"11578","Cgnl1"
"11579","Tcf12"
"11580","Zfp280d"
"11581","Mns1"
"11582","Tex9"
"11583","Rfx7"
"11584","Nedd4"
"11585","Prtg"
"11586","Pygo1"
"11587","Dyx1c1"
"11588","Dyx1c1Ccpg1"
"11589","Ccpg1os"
"11590","Ccpg1"
"11591","Pigb"
"11592","Rab27a"
"11593","Khdc3"
"11594","Gm20509"
"11595","Rsl24d1"
"11596","Unc13c"
"11597","Wdr72"
"11598","Onecut1"
"11599","Fam214a"
"11600","Arpp19"
"11601","Myo5a"
"11602","Myo5c"
"11603","Gnb5"
"11604","Bcl2l10"
"11605","Mapk6"
"11606","A130057D12Rik"
"11607","Leo1"
"11608","Tmod3"
"11609","Tmod2"
"11610","Lysmd2"
"11611","Scg3"
"11612","Bmp5"
"11613","Hmgcll1"
"11614","Gfral"
"11615","Hcrtr2"
"11616","Fam83b"
"11617","Tinag"
"11618","Mlip"
"11619","Lrrc1"
"11620","Klhl31"
"11621","Gclc"
"11622","Elovl5"
"11623","Gcm1"
"11624","Fbxo9"
"11625","Ick"
"11626","Gsta4"
"11627","Gsta1"
"11628","Gm10639"
"11629","Omt2a"
"11630","Gm8074"
"11631","Omt2b"
"11632","Gsta2"
"11633","Dppa5a"
"11634","Ooep"
"11635","Ddx43"
"11636","Mb21d1"
"11637","Gm17324"
"11638","Mto1"
"11639","Eef1a1"
"11640","Slc17a5"
"11641","Cd109"
"11642","Col12a1"
"11643","Cox7a2"
"11644","Tmem30a"
"11645","Filip1"
"11646","Senp6"
"11647","Myo6"
"11648","Impg1"
"11649","Htr1b"
"11650","Mei4"
"11651","Irak1bp1"
"11652","Phip"
"11653","Hmgn3"
"11654","Lca5"
"11655","Sh3bgrl2"
"11656","Elovl4"
"11657","Ttk"
"11658","Bckdhb"
"11659","Gm11114"
"11660","Fam46a"
"11661","Ibtk"
"11662","Tpbg"
"11663","Ube2cbp"
"11664","Dopey1"
"11665","Pgm3"
"11666","Rwdd2a"
"11667","Me1"
"11668","Prss35"
"11669","Snap91"
"11670","Ripply2"
"11671","Cyb5r4"
"11672","Mrap2"
"11673","Cep162"
"11674","Tbx18"
"11675","Nt5e"
"11676","Snx14"
"11677","Gm20537"
"11678","Syncrip"
"11679","Zfp949"
"11680","Trim43a"
"11681","Mthfsl"
"11682","Bcl2a1d"
"11683","Trim43c"
"11684","Bcl2a1a"
"11685","Trim43b"
"11686","Bcl2a1b"
"11687","Gm29094"
"11688","Mthfs"
"11689","AF529169"
"11690","Tmed3"
"11691","Ankrd34c"
"11692","Rasgrf1"
"11693","Ctsh"
"11694","Morf4l1"
"11695","Adamts7"
"11696","Tbc1d2b"
"11697","Zic1"
"11698","Zic4"
"11699","Plscr5"
"11700","Plscr1"
"11701","Plscr2"
"11702","1700057G04Rik"
"11703","Plscr4"
"11704","Plod2"
"11705","1190002N15Rik"
"11706","Slc9a9"
"11707","Chst2"
"11708","U2surp"
"11709","Paqr9"
"11710","Pcolce2"
"11711","Trpc1"
"11712","Pls1"
"11713","Atr"
"11714","Xrn1"
"11715","Gk5"
"11716","Tfdp2"
"11717","Atp1b3"
"11718","Rnf7"
"11719","Rasa2"
"11720","Zbtb38"
"11721","Pxylp1"
"11722","Spsb4"
"11723","Slc25a36"
"11724","Trim42"
"11725","Clstn2"
"11726","Nmnat3"
"11727","Rbp1"
"11728","Rbp2"
"11729","Copb2"
"11730","Mrps22"
"11731","Prr23a"
"11732","Gm6406"
"11733","2410012M07Rik"
"11734","7420426K07Rik"
"11735","Foxl2"
"11736","Faim"
"11737","Gm1123"
"11738","Pik3cb"
"11739","Gm6432"
"11740","Cep70"
"11741","Esyt3"
"11742","Mras"
"11743","Armc8"
"11744","Dbr1"
"11745","A4gnt"
"11746","Dzip1l"
"11747","Cldn18"
"11748","Sox14"
"11749","Il20rb"
"11750","Nck1"
"11751","Slc35g2"
"11752","Stag1"
"11753","Pccb"
"11754","Msl2"
"11755","Ppp2r3a"
"11756","Ephb1"
"11757","9630041A04Rik"
"11758","Ky"
"11759","Cep63"
"11760","Anapc13"
"11761","Amotl2"
"11762","Gm5627"
"11763","Ryk"
"11764","Slco2a1"
"11765","Rab6b"
"11766","Srprb"
"11767","Gm20425"
"11768","Trf"
"11769","1300017J02Rik"
"11770","Topbp1"
"11771","Cdv3"
"11772","Bfsp2"
"11773","Tmem108"
"11774","Nphp3"
"11775","Gm28305"
"11776","Uba5"
"11777","Acad11"
"11778","Ackr4"
"11779","Dnajc13"
"11780","Acpp"
