"","x"
"11781","Cpne4"
"11782","Mrpl3"
"11783","Nudt16"
"11784","1700080E11Rik"
"11785","Nek11"
"11786","Aste1"
"11787","Atp2c1"
"11788","Pik3r4"
"11789","Col6a6"
"11790","Col6a5"
"11791","Col6a4"
"11792","Glyctk"
"11793","Wdr82"
"11794","Ppm1m"
"11795","Twf2"
"11796","Tlr9"
"11797","Alas1"
"11798","Poc1a"
"11799","Dusp7"
"11800","Rpl29"
"11801","Acy1"
"11802","Abhd14a"
"11803","Abhd14b"
"11804","Pcbp4"
"11805","Gpr62"
"11806","Parp3"
"11807","Rrp9"
"11808","Iqcf1"
"11809","Iqcf3"
"11810","Iqcf5"
"11811","Iqcf4"
"11812","Iqcf6"
"11813","Grm2"
"11814","Tex264"
"11815","Rad54l2"
"11816","Vprbp"
"11817","Manf"
"11818","Rbm15b"
"11819","Dock3"
"11820","Mapkapk3"
"11821","Cish"
"11822","Hemk1"
"11823","6430571L13Rik"
"11824","Cacna2d2"
"11825","Tmem115"
"11826","Cyb561d2"
"11827","Nprl2"
"11828","Zmynd10"
"11829","Rassf1"
"11830","Tusc2"
"11831","Hyal2"
"11832","Hyal1"
"11833","Nat6"
"11834","Hyal3"
"11835","Ifrd2"
"11836","Sema3b"
"11837","Gnai2"
"11838","Slc38a3"
"11839","Gnat1"
"11840","Sema3f"
"11841","Rbm5"
"11842","Rbm6"
"11843","Mon1a"
"11844","Mst1r"
"11845","Actl11"
"11846","Camkv"
"11847","Traip"
"11848","Uba7"
"11849","Gm20661"
"11850","Fam212a"
"11851","Cdhr4"
"11852","Gm20662"
"11853","Ip6k1"
"11854","Gmppb"
"11855","Rnf123"
"11856","Amigo3"
"11857","Mst1"
"11858","Apeh"
"11859","Bsn"
"11860","Dag1"
"11861","Nicn1"
"11862","Amt"
"11863","Tcta"
"11864","Rhoa"
"11865","Gpx1"
"11866","Usp4"
"11867","1700102P08Rik"
"11868","Ccdc36"
"11869","BC048562"
"11870","Klhdc8b"
"11871","Ccdc71"
"11872","Lamb2"
"11873","Usp19"
"11874","Qars"
"11875","Qrich1"
"11876","Impdh2"
"11877","Ndufaf3"
"11878","Dalrd3"
"11879","Wdr6"
"11880","P4htm"
"11881","Arih2"
"11882","Slc25a20"
"11883","Prkar2a"
"11884","Ip6k2"
"11885","Nckipsd"
"11886","Celsr3"
"11887","Slc26a6"
"11888","Tmem89"
"11889","Uqcrc1"
"11890","Col7a1"
"11891","Ucn2"
"11892","Pfkfb4"
"11893","Shisa5"
"11894","Atrip"
"11895","Trex1"
"11896","Tma7"
"11897","Ccdc51"
"11898","Gm7628"
"11899","Plxnb1"
"11900","Fbxw21"
"11901","Fbxw13"
"11902","Fbxw20"
"11903","Fbxw14"
"11904","Fbxw22"
"11905","Fbxw16"
"11906","Fbxw19"
"11907","Fbxw15"
"11908","Fbxw24"
"11909","Fbxw25"
"11910","Fbxw18"
"11911","Fbxw26"
"11912","Spink8"
"11913","Nme6"
"11914","Camp"
"11915","Cdc25a"
"11916","Map4"
"11917","Map4"
"11918","Dhx30"
"11919","DHX30"
"11920","DHX30"
"11921","Gm10615"
"11922","Smarcc1"
"11923","Cspg5"
"11924","Elp6"
"11925","Scap"
"11926","5830462I19Rik"
"11927","Ptpn23"
"11928","Ngp"
"11929","Klhl18"
"11930","Kif9"
"11931","Setd2"
"11932","Nradd"
"11933","Nbeal2"
"11934","Ccdc12"
"11935","Pth1r"
"11936","Myl3"
"11937","Prss42"
"11938","Prss44"
"11939","Prss43"
"11940","Prss45"
"11941","Prss46"
"11942","Prss50"
"11943","Tmie"
"11944","Als2cl"
"11945","Gm590"
"11946","Tdgf1"
"11947","Lrrc2"
"11948","Rtp3"
"11949","Gm10030"
"11950","Ltf"
"11951","Ccrl2"
"11952","Lrrfip2"
"11953","Mlh1"
"11954","Epm2aip1"
"11955","Trank1"
"11956","Dclk3"
"11957","Stac"
"11958","Arpp21"
"11959","Pdcd6ip"
"11960","Clasp2"
"11961","Ubp1"
"11962","Fbxl2"
"11963","Susd5"
"11964","4921528I07Rik"
"11965","Bcl2a1c"
"11966","Crtap"
"11967","Glb1"
"11968","Tmppe"
"11969","Ccr4"
"11970","Trim71"
"11971","C130032M10Rik"
"11972","Cnot10"
"11973","Dync1li1"
"11974","Cmtm6"
"11975","Cmtm7"
"11976","Cmtm8"
"11977","Gpd1l"
"11978","Osbpl10"
"11979","Rps27rt"
"11980","Stt3b"
"11981","Gadl1"
"11982","Tgfbr2"
"11983","Rbms3"
"11984","Azi2"
"11985","Cmc1"
"11986","Eomes"
"11987","Golga4"
"11988","Itga9"
"11989","Ctdspl"
"11990","Vill"
"11991","Plcd1"
"11992","Dlec1"
"11993","Acaa1b"
"11994","Gm10608"
"11995","Slc22a14"
"11996","Slc22a13"
"11997","Oxsr1"
"11998","Myd88"
"11999","Acaa1a"
"12000","Xylb"
"12001","Acvr2b"
"12002","Exog"
"12003","Scn5a"
"12004","Scn10a"
"12005","Scn11a"
"12006","Wdr48"
"12007","Cx3cr1"
"12008","Gorasp1"
"12009","Ttc21a"
"12010","Csrnp1"
"12011","Xirp1"
"12012","Ccr8"
"12013","Slc25a38"
"12014","Rpsa"
"12015","Mobp"
"12016","Myrip"
"12017","Eif1b"
"12018","Entpd3"
"12019","Rpl14"
"12020","5830454E08Rik"
"12021","Ctnnb1"
"12022","Ulk4"
"12023","Trak1"
"12024","Cck"
"12025","Lyzl4"
"12026","Vipr1"
"12027","Sec22c"
"12028","Deb1"
"12029","Nktr"
"12030","Zfp651"
"12031","Klhl40"
"12032","Hhatl"
"12033","Ccdc13"
"12034","Higd1a"
"12035","Ackr2"
"12036","Cyp8b1"
"12037","1700048O20Rik"
"12038","Fam198a"
"12039","Pomgnt2"
"12040","Snrk"
"12041","Ano10"
"12042","Abhd5"
"12043","Topaz1"
"12044","Tcaim"
"12045","Zfp445"
"12046","Zkscan7"
"12047","Zfp105"
"12048","1110059G10Rik"
"12049","Kif15"
"12050","Tmem42"
"12051","Tgm4"
"12052","Zdhhc3"
"12053","Exosc7"
"12054","Clec3b"
"12055","Cdcp1"
"12056","Tmem158"
"12057","Lars2"
"12058","Limd1"
"12059","Sacm1l"
"12060","Slc6a20b"
"12061","Slc6a20a"
"12062","Ccr9"
"12063","Lztfl1"
"12064","Fyco1"
"12065","Cxcr6"
"12066","Xcr1"
"12067","Ccr1"
"12068","Ccr1l1"
"12069","Ccr3"
"12070","Ccr2"
"12071","Ccr5"
"12072","2010315B03Rik"
"12073","Nlrp4g"
"12074","Ppp2r3d"
"12075","Gm21836"
"12076","9230019H11Rik"
"12077","H60c"
"12078","Ppp1r14c"
"12079","Iyd"
"12080","Plekhg1"
"12081","Mthfd1l"
"12082","Akap12"
"12083","Zbtb2"
"12084","Rmnd1"
"12085","1700052N19Rik"
"12086","Ccdc170"
"12087","Esr1"
"12088","Syne1"
"12089","Gm10097"
"12090","Myct1"
"12091","Vip"
"12092","Fbxo5"
"12093","Mtrf1l"
"12094","Rgs17"
"12095","Gm10945"
"12096","Oprm1"
"12097","Ipcef1"
"12098","Cnksr3"
"12099","Ulbp1"
"12100","Lrp11"
"12101","Pcmt1"
"12102","Nup43"
"12103","Lats1"
"12104","Katna1"
"12105","Ginm1"
"12106","Ppil4"
"12107","Zc3h12d"
"12108","Tab2"
"12109","Ust"
"12110","Sash1"
"12111","Gm9930"
"12112","Samd5"
"12113","Stxbp5"
"12114","Adgb"
"12115","Rab32"
"12116","Gm10944"
"12117","Grm1"
"12118","Shprh"
"12119","Fbxo30"
"12120","Epm2a"
"12121","Gm9797"
"12122","Utrn"
"12123","Stx11"
"12124","Sf3b5"
"12125","Plagl1"
"12126","Zc2hc1b"
"12127","Ltv1"
"12128","Phactr2"
"12129","Fuca2"
"12130","Pex3"
"12131","Adat2"
"12132","Aig1"
"12133","Hivep2"
"12134","Gpr126"
"12135","Vta1"
"12136","Nmbr"
"12137","Gje1"
"12138","Cited2"
"12139","Txlnb"
"12140","Heca"
"12141","Abracl"
"12142","Reps1"
"12143","Ect2l"
"12144","Ccdc28a"
"12145","Nhsl1"
"12146","Hebp2"
"12147","D10Bwg1379e"
"12148","Gm4922"
"12149","Perp"
"12150","Tnfaip3"
"12151","Olig3"
"12152","Ifngr1"
"12153","Il22ra2"
"12154","9230106D20Rik"
"12155","Il20ra"
"12156","Slc35d3"
"12157","Pex7"
"12158","Map3k5"
"12159","Map7"
"12160","4933406P04Rik"
"12161","Bclaf1"
"12162","Mtfr2"
"12163","Pde7b"
"12164","Ahi1"
"12165","Myb"
"12166","Hbs1l"
"12167","Aldh8a1"
"12168","1700020N01Rik"
"12169","Sgk1"
"12170","4930444G20Rik"
"12171","E030030I06Rik"
"12172","Raet1e"
"12173","H60b"
"12174","Raet1d"
"12175","Slc2a12"
"12176","Tbpl1"
"12177","Tcf21"
"12178","Eya4"
"12179","Rps12"
"12180","Slc18b1"
"12181","Vnn3"
"12182","Vnn1"
"12183","Taar1"
"12184","Taar2"
"12185","Taar3"
"12186","Taar4"
"12187","Taar5"
"12188","Taar6"
"12189","Taar7a"
"12190","Taar7b"
"12191","Taar7d"
"12192","Taar7e"
"12193","Taar7f"
"12194","Taar8a"
"12195","Taar8b"
"12196","Taar8c"
"12197","Taar9"
"12198","Stx7"
"12199","Moxd1"
"12200","Ctgf"
"12201","Enpp1"
"12202","Enpp3"
"12203","Med23"
"12204","Arg1"
"12205","Akap7"
"12206","Epb4.1l2"
"12207","Smlr1"
"12208","Tmem200a"
"12209","Gm9767"
"12210","Samd3"
"12211","L3mbtl3"
"12212","Arhgap18"
"12213","Lama2"
"12214","Ptprk"
"12215","Themis"
"12216","2310057J18Rik"
"12217","Gm9996"
"12218","Soga3"
"12219","9330159F19Rik"
"12220","Echdc1"
"12221","Rnf146"
"12222","Rspo3"
"12223","Cenpw"
"12224","Trmt11"
"12225","Hint3"
"12226","Ncoa7"
"12227","Hey2"
"12228","Gm5422"
"12229","Hddc2"
"12230","Tpd52l1"
"12231","Rnf217"
"12232","Nkain2"
"12233","Trdn"
"12234","Clvs2"
"12235","Gm4794"
"12236","Sult3a1"
"12237","Rsph4a"
"12238","Zufsp"
"12239","Gm17567"
"12240","Rwdd1"
"12241","Trappc3l"
"12242","Fam26d"
"12243","Fam26e"
"12244","Fam26f"
"12245","Dse"
"12246","Tspyl1"
"12247","Nt5dc1"
"12248","Tspyl4"
"12249","Col10a1"
"12250","Frk"
"12251","Amd2"
"12252","Hs3st5"
"12253","Hdac2"
"12254","Marcks"
"12255","Rfpl4b"
"12256","Lama4"
"12257","Fam229b"
"12258","Tube1"
"12259","Wisp3"
"12260","Fyn"
"12261","Traf3ip2"
"12262","Rev3l"
"12263","AA474331"
"12264","2010001E11Rik"
"12265","G630090E17Rik"
"12266","BC021785"
"12267","AI317395"
"12268","Slc16a10"
"12269","Rpf2"
"12270","Gtf3c6"
"12271","Amd1"
"12272","Cdk19"
"12273","Slc22a16"
"12274","Ddo"
"12275","Mettl24"
"12276","Cdc40"
"12277","Wasf1"
"12278","Gpr6"
"12279","Fig4"
"12280","Ak9"
"12281","Zbtb24"
"12282","Mical1"
"12283","Smpd2"
"12284","Ppil6"
"12285","Cd164"
"12286","Ccdc162"
"12287","Gm29096"
"12288","Gm6976"
"12289","Cep57l1"
"12290","Sesn1"
"12291","Armc2"
"12292","Foxo3"
"12293","Lace1"
"12294","Snx3"
"12295","Nr2e1"
"12296","Ostm1"
"12297","Sec63"
"12298","Scml4"
"12299","Sobp"
"12300","9030612E09Rik"
"12301","Pdss2"
"12302","Bend3"
"12303","Gm9803"
"12304","1700021F05Rik"
"12305","Cd24a"
"12306","F930017D23Rik"
"12307","Qrsl1"
"12308","Rtn4ip1"
"12309","Aim1"
"12310","Atg5"
"12311","Prdm1"
"12312","Prep"
"12313","Popdc3"
"12314","Bves"
"12315","Lin28b"
"12316","Hace1"
"12317","Grik2"
"12318","Ascc3"
"12319","Sim1"
"12320","Gp49a"
"12321","Lilrb4"
"12322","Fam162b"
"12323","Gprc6a"
"12324","Rfx6"
"12325","4933411G06Rik"
"12326","Vgll2"
"12327","Ros1"
"12328","Dcbld1"
"12329","Gopc"
"12330","Gm26741"
"12331","Nepn"
"12332","Nus1"
"12333","Slc35f1"
"12334","Cep85l"
"12335","Pln"
"12336","Gm5423"
"12337","Mcm9"
"12338","Asf1a"
"12339","Fam184a"
"12340","Man1a"
"12341","Tbc1d32"
"12342","Msl3l2"
"12343","Gja1"
"12344","Gm9956"
"12345","Hsf2"
"12346","Serinc1"
"12347","Pkib"
"12348","Fabp7"
"12349","Smpdl3a"
"12350","AW822073"
"12351","Gm4981"
"12352","Gcc2"
"12353","Lims1"
"12354","Ranbp2"
"12355","Ccdc138"
"12356","Edar"
"12357","BB019430"
"12358","Gm17542"
"12359","Sh3rf3"
"12360","Sept10"
"12361","Sowahc"
"12362","P4ha1"
"12363","Gm10273"
"12364","Pla2g12b"
"12365","Oit3"
"12366","Mcu"
"12367","Gm10322"
"12368","Micu1"
"12369","Dnajb12"
"12370","Ddit4"
"12371","Anapc16"
"12372","Ascc1"
"12373","Spock2"
"12374","Chst3"
"12375","Psap"
"12376","Cdh23"
"12377","4632428N05Rik"
"12378","Gm17455"
"12379","Slc29a3"
"12380","Unc5b"
"12381","Pcbd1"
"12382","Sgpl1"
"12383","Tbata"
"12384","Adamts14"
"12385","Prf1"
"12386","Pald1"
"12387","Nodal"
"12388","Eif4ebp2"
"12389","D830039M14Rik"
"12390","Lrrc20"
"12391","Npffr1"
"12392","Ppa1"
"12393","Sar1a"
"12394","Tysnd1"
"12395","Aifm2"
"12396","H2afy2"
"12397","Col13a1"
"12398","Gm5424"
"12399","2010107G23Rik"
"12400","Neurog3"
"12401","Tspan15"
"12402","Tacr2"
"12403","Hk1"
"12404","Hkdc1"
"12405","Supv3l1"
"12406","4930507D05Rik"
"12407","Vps26a"
"12408","Srgn"
"12409","2510003E04Rik"
"12410","Ddx21"
"12411","Ddx50"
"12412","Stox1"
"12413","Ccar1"
"12414","Tet1"
"12415","Slc25a16"
"12416","Dna2"
"12417","Rufy2"
"12418","Hnrnph3"
"12419","Pbld1"
"12420","Atoh7"
"12421","Mypn"
"12422","Herc4"
"12423","Sirt1"
"12424","Dnajc12"
"12425","Gm7075"
"12426","Ctnna3"
"12427","Gm10118"
"12428","Lrrtm3"
"12429","Reep3"
"12430","Jmjd1c"
"12431","Nrbf2"
"12432","Egr2"
"12433","Ado"
"12434","Gm10797"
"12435","Zfp365"
"12436","Rtkn2"
"12437","Arid5b"
"12438","1700040L02Rik"
"12439","Tmem26"
"12440","Rhobtb1"
"12441","A930033H14Rik"
"12442","Cdk1"
"12443","Ank3"
"12444","Ccdc6"
"12445","Slc16a9"
"12446","Fam13c"
"12447","Phyhipl"
"12448","4930533K18Rik"
"12449","Bicc1"
"12450","Tfam"
"12451","Ube2d1"
"12452","Cisd1"
"12453","Ipmk"
"12454","Gm9923"
"12455","Zwint"
"12456","Pcdh15"
"12457","Rsph14"
"12458","Gnaz"
"12459","Rab36"
"12460","Bcr"
"12461","Specc1l"
"12462","Adora2a"
"12463","Gucd1"
"12464","Upb1"
"12465","Snrpd3"
"12466","Lrrc75b"
"12467","Ggt1"
"12468","Ggt5"
"12469","Susd2"
"12470","Cabin1"
"12471","Ddt"
"12472","Gm20441"
"12473","Gstt3"
"12474","Gstt1"
"12475","Gstt4"
"12476","Gstt2"
"12477","Mif"
"12478","Derl3"
"12479","Smarcb1"
"12480","Mmp11"
"12481","Chchd10"
"12482","Vpreb3"
"12483","Gm5134"
"12484","Zfp280b"
"12485","Slc5a4b"
"12486","Slc5a4a"
"12487","Prmt2"
"12488","S100b"
"12489","Dip2a"
"12490","Pcnt"
"12491","2610028H24Rik"
"12492","Ybey"
"12493","Mcm3ap"
"12494","Lss"
"12495","Spatc1l"
"12496","Ftcd"
"12497","Col6a2"
"12498","Col6a1"
"12499","Pcbp3"
"12500","Gm10787"
"12501","Slc19a1"
"12502","Col18a1"
"12503","Gm10941"
"12504","Pofut2"
"12505","Adarb1"
"12506","Fam207a"
"12507","Itgb2"
"12508","Pttg1ip"
"12509","Sumo3"
"12510","Ube2g2"
"12511","Gm19402"
"12512","Gm10272"
"12513","Gm10024"
"12514","Gm10142"
"12515","Krtap12-1"
"12516","Gm10100"
"12517","Gm3233"
"12518","Gm3238"
"12519","Gm7138"
"12520","Gm3250"
"12521","Gm7137"
"12522","Gm19668"
"12523","Gm9507"
"12524","Krtap10-4"
"12525","Tspear"
"12526","1700009J07Rik"
"12527","Lrrc3"
"12528","Trpm2"
"12529","1810043G02Rik"
"12530","Pfkl"
"12531","Aire"
"12532","Dnmt3l"
"12533","Icosl"
"12534","D10Jhu81e"
"12535","Pwp2"
"12536","Trappc10"
"12537","Agpat3"
"12538","Gm10146"
"12539","Rrp1"
"12540","Cstb"
"12541","Pdxk"
"12542","Gm9978"
"12543","Ilvbl"
"12544","Syde1"
"12545","Olfr1357"
"12546","Casp14"
"12547","Ccdc105"
"12548","Slc1a6"
"12549","Olfr1356"
"12550","Olfr1355"
"12551","Olfr1354"
"12552","Olfr8"
"12553","Olfr1353"
"12554","Olfr1352"
"12555","Olfr1351"
"12556","Olfr57"
"12557","2610008E11Rik"
"12558","Vmn2r80"
"12559","Vmn2r81"
"12560","Vmn2r82"
"12561","Vmn2r83"
"12562","Ppap2c"
"12563","Mier2"
"12564","Theg"
"12565","C2cd4c"
"12566","Shc2"
"12567","Odf3l2"
"12568","Madcam1"
"12569","Tpgs1"
"12570","Cdc34"
"12571","Gzmm"
"12572","Bsg"
"12573","Hcn2"
"12574","Polrmt"
"12575","Fgf22"
"12576","Rnf126"
"12577","Fstl3"
"12578","Prss57"
"12579","Palm"
"12580","Misp"
"12581","Ptbp1"
"12582","Lppr3"
"12583","Prtn3"
"12584","Elane"
"12585","Cfd"
"12586","Med16"
"12587","R3hdm4"
"12588","Gm26602"
"12589","Kiss1r"
"12590","Arid3a"
"12591","Wdr18"
"12592","Grin3b"
"12593","Tmem259"
"12594","Cnn2"
"12595","Abca7"
"12596","Hmha1"
"12597","Polr2e"
"12598","Gpx4"
"12599","Sbno2"
"12600","Stk11"
"12601","Dos"
"12602","Atp5d"
"12603","Midn"
"12604","Cirbp"
"12605","1600002K03Rik"
"12606","Efna2"
"12607","Mum1"
"12608","Ndufs7"
"12609","Gamt"
"12610","Dazap1"
"12611","Rps15"
"12612","Apc2"
"12613","2310011J03Rik"
"12614","Pcsk4"
"12615","Reep6"
"12616","Adamtsl5"
"12617","Plk5"
"12618","Mex3d"
"12619","Mbd3"
"12620","Uqcr11"
"12621","Tcf3"
"12622","Onecut3"
"12623","Atp8b3"
"12624","Rexo1"
"12625","Klf16"
"12626","Abhd17a"
"12627","Adat3"
"12628","Scamp4"
"12629","Csnk1g2"
"12630","Btbd2"
"12631","Mknk2"
"12632","Mob3a"
"12633","Izumo4"
"12634","Ap3d1"
"12635","Dot1l"
"12636","Plekhj1"
"12637","Sf3a2"
"12638","Amh"
"12639","Jsrp1"
"12640","Oaz1"
"12641","Lingo3"
"12642","Lsm7"
"12643","Sppl2b"
"12644","Tmprss9"
"12645","Timm13"
"12646","Lmnb2"
"12647","Gadd45b"
"12648","Gng7"
"12649","Diras1"
"12650","Slc39a3"
"12651","Sgta"
"12652","Thop1"
"12653","Creb3l3"
"12654","Map2k2"
"12655","Zbtb7a"
"12656","Pias4"
"12657","Eef2"
"12658","4930442H23Rik"
"12659","Dapk3"
"12660","Nmrk2"
"12661","Atcay"
"12662","Zfr2"
"12663","Matk"
"12664","Mrpl54"
"12665","Apba3"
"12666","Tjp3"
"12667","Pip5k1c"
"12668","Cactin"
"12669","Tbxa2r"
"12670","Gipc3"
"12671","Hmg20b"
"12672","Mfsd12"
"12673","4930404N11Rik"
"12674","Fzr1"
"12675","Dohh"
"12676","Smim24"
"12677","Nfic"
"12678","Celf5"
"12679","Ncln"
"12680","S1pr4"
"12681","Gna15"
"12682","Gna11"
"12683","Aes"
"12684","Tle2"
"12685","Tle6"
"12686","BC025920"
"12687","Sirt6"
"12688","Ankrd24"
"12689","Gm10778"
"12690","Zfp433"
"12691","Gm3055"
"12692","Gm4767"
"12693","Zfp781"
"12694","Zfp873"
"12695","AU041133"
"12696","Zfp938"
"12697","4932415D10Rik"
"12698","Gm4924"
"12699","Gm1553"
"12700","1190007I07Rik"
"12701","Tdg"
"12702","Glt8d2"
"12703","Hcfc2"
"12704","Nfyb"
"12705","Txnrd1"
"12706","Gm4799"
"12707","Chst11"
"12708","Slc41a2"
"12709","D10Wsu102e"
"12710","Aldh1l2"
"12711","A230046K03Rik"
"12712","Appl2"
"12713","1500009L16Rik"
"12714","Nuak1"
"12715","Ckap4"
"12716","Tcp11l2"
"12717","Polr3b"
"12718","Rfx4"
"12719","Ric8b"
"12720","Fhl4"
"12721","Tmem263"
"12722","Mterf2"
"12723","Cry1"
"12724","Gm8394"
"12725","Btbd11"
"12726","Pwp1"
"12727","Prdm4"
"12728","Ascl4"
"12729","Rtcb"
"12730","Bpifc"
"12731","Fbxo7"
"12732","Syn3"
"12733","Timp3"
"12734","Gm6729"
"12735","Gm5174"
"12736","Hsp90b1"
"12737","BC030307"
"12738","Fabp3-ps1"
"12739","Nt5dc3"
"12740","Stab2"
"12741","1700113H08Rik"
"12742","Ascl1"
"12743","Pah"
"12744","Igf1"
"12745","Pmch"
"12746","Parpbp"
"12747","Nup37"
"12748","Ccdc53"
"12749","Dram1"
"12750","Gnptab"
"12751","Chpt1"
"12752","Sycp3"
"12753","Mybpc1"
"12754","Spic"
"12755","Arl1"
"12756","Utp20"
"12757","Slc5a8"
"12758","Ano4"
"12759","Gas2l3"
"12760","Nr1h4"
"12761","Slc17a8"
"12762","Scyl2"
"12763","Actr6"
"12764","Uhrf1bp1l"
"12765","Anks1b"
"12766","Apaf1"
"12767","Ikbip"
"12768","Slc25a3"
"12769","Tmpo"
"12770","Nedd1"
"12771","Cfap54"
"12772","Cdk17"
"12773","Elk3"
"12774","Lta4h"
"12775","Hal"
"12776","Amdhd1"
"12777","Ccdc38"
"12778","Snrpf"
"12779","4933408J17Rik"
"12780","Ntn4"
"12781","Usp44"
"12782","Metap2"
"12783","Vezt"
"12784","Fgd6"
"12785","Nr2c1"
"12786","Ndufa12"
"12787","Gm4792"
"12788","Tmcc3"
"12789","Cep83"
"12790","Plxnc1"
"12791","Cradd"
"12792","Socs2"
"12793","Mrpl42"
"12794","Ube2n"
"12795","Nudt4"
"12796","Anapc15-ps"
"12797","Eea1"
"12798","Gm5426"
"12799","Btg1"
"12800","Dcn"
"12801","Lum"
"12802","Kera"
"12803","Epyc"
"12804","Gm10754"
"12805","Ccer1"
"12806","C030005K15Rik"
"12807","Atp2b1"
"12808","Poc1b"
"12809","Galnt4"
"12810","Phxr2"
"12811","Dusp6"
"12812","Gad1-ps"
"12813","Csl"
"12814","Kitl"
"12815","Gm9476"
"12816","Gm4301"
"12817","Gm4302"
"12818","Gm4303"
"12819","Gm4305"
"12820","Gm4307"
"12821","Gm4308"
"12822","Gm4312"
"12823","Gm4781"
"12824","Tmtc3"
"12825","Cep290"
"12826","4930430F08Rik"
"12827","1700017N19Rik"
"12828","Mgat4c"
"12829","Nts"
"12830","Rassf9"
"12831","Alx1"
"12832","Lrriq1"
"12833","Slc6a15"
"12834","Gm6763"
"12835","Gm6763"
"12836","Gm8764"
"12837","Gm21304"
"12838","Gm21312"
"12839","Gm20765"
"12840","Gm4340"
"12841","Tmtc2"
"12842","Mettl25"
"12843","Ccdc59"
"12844","Ppfia2"
"12845","Acss3"
"12846","Lin7a"
"12847","Myf5"
"12848","Myf6"
"12849","Ptprq"
"12850","Otogl"
"12851","Ppp1r12a"
"12852","Pawr"
"12853","Syt1"
"12854","Nav3"
"12855","E2f7"
"12856","Csrp2"
"12857","Zdhhc17"
"12858","Gm5428"
"12859","Osbpl8"
"12860","Bbs10"
"12861","Nap1l1"
"12862","Phlda1"
"12863","Krr1"
"12864","Glipr1"
"12865","Glipr1l1"
"12866","Glipr1l2"
"12867","Caps2"
"12868","Kcnc2"
"12869","Atxn7l3b"
"12870","Gm26596"
"12871","Trhde"
"12872","Tph2"
"12873","Tbc1d15"
"12874","Rab21"
"12875","Tmem19"
"12876","Thap2"
"12877","Zfc3h1"
"12878","Lgr5"
"12879","A930009A15Rik"
"12880","Tspan8"
"12881","Ptprr"
"12882","4933416C03Rik"
"12883","Ptprb"
"12884","Kcnmb4"
"12885","Cnot2"
"12886","Myrfl"
"12887","Rab3ip"
"12888","Gm10271"
"12889","Best3"
"12890","Lrrc10"
"12891","Cct2"
"12892","Frs2"
"12893","Yeats4"
"12894","9530003J23Rik"
"12895","Gm10936"
"12896","Lyz2"
"12897","Lyz1"
"12898","Cpsf6"
"12899","Cpm"
"12900","Mdm2"
"12901","Slc35e3"
"12902","Nup107"
"12903","Rap1b"
"12904","Mdm1"
"12905","Il22"
"12906","Iltifb"
"12907","Ifng"
"12908","Dyrk2"
"12909","Cand1"
"12910","Grip1"
"12911","Helb"
"12912","Irak3"
"12913","Tmbim4"
"12914","Llph"
"12915","Hmga2"
"12916","4921513I03Rik"
"12917","Msrb3"
"12918","Lemd3"
"12919","Wif1"
"12920","Tbc1d30"
"12921","Gns"
"12922","Rassf3"
"12923","Tbk1"
"12924","Xpot"
"12925","D930020B18Rik"
"12926","BC048403"
"12927","Srgap1"
"12928","Tmem5"
"12929","Avpr1a"
"12930","Ppm1h"
"12931","Mon2"
"12932","Usp15"
"12933","Fam19a2"
"12934","Slc16a7"
"12935","Lrig3"
"12936","Xrcc6bp1"
"12937","Ctdsp2"
"12938","Avil"
"12939","Tsfm"
"12940","Mettl21b"
"12941","Mettl1"
"12942","Cyp27b1"
"12943","March9"
"12944","Cdk4"
"12945","Tspan31"
"12946","Agap2"
"12947","Os9"
"12948","B4galnt1"
"12949","Slc26a10"
"12950","Arhgef25"
"12951","Dtx3"
"12952","Pip4k2c"
"12953","Kif5a"
"12954","Dctn2"
"12955","Mbd6"
"12956","Ddit3"
"12957","Mars"
"12958","Arhgap9"
"12959","Gli1"
"12960","Inhbe"
"12961","Inhbc"
"12962","R3hdm2"
"12963","Stac3"
"12964","Ndufa4l2"
"12965","Shmt2"
"12966","Nxph4"
"12967","Lrp1"
"12968","Stat6"
"12969","Nab2"
"12970","Tmem194"
"12971","Myo1a"
"12972","Tac2"
"12973","Zbtb39"
"12974","Gpr182"
"12975","Rdh1"
"12976","Gm28046"
"12977","Rdh9"
"12978","Rdh16"
"12979","Rdh19"
"12980","BC089597"
"12981","Rdh7"
"12982","Sdr9c7"
"12983","Hsd17b6"
"12984","Prim1"
"12985","Naca"
"12986","Ptges3"
"12987","Atp5b"
"12988","Baz2a"
"12989","Rbms2"
"12990","Gls2"
"12991","Spryd4"
"12992","Mip"
"12993","Timeless"
"12994","Apon"
"12995","Apof"
"12996","Stat2"
"12997","Il23a"
"12998","Pan2"
"12999","Cnpy2"
"13000","Cs"
"13001","Coq10a"
"13002","Ankrd52"
"13003","Slc39a5"
"13004","Nabp2"
"13005","Rnf41"
"13006","Smarcc2"
"13007","Myl6"
"13008","Myl6b"
"13009","Esyt1"
"13010","Zc3h10"
"13011","Rpl41"
"13012","Pa2g4"
"13013","Erbb3"
"13014","Rps26"
"13015","Ikzf4"
"13016","Suox"
"13017","Rab5b"
"13018","Cdk2"
"13019","Pmel"
"13020","Dgka"
"13021","Wibg"
"13022","Mmp19"
"13023","Tmem198b"
"13024","Dnajc14"
"13025","Ormdl2"
"13026","Sarnp"
"13027","Gdf11"
"13028","Cd63"
"13029","Rdh5"
"13030","Bloc1s1"
"13031","Itga7"
"13032","Mettl7b"
"13033","Olfr9"
"13034","Olfr763"
"13035","Olfr765"
